afia|AE F IY0 AE
upofu|UW0 P OW0 F UW0
upokee|UW0 P OW0 K EH0 EH0
upokeeni|UW0 P OW0 K EH0 EH0 N IY0
upokezi|UW0 P OW0 K EH0 Z IY0
upole|UW0 P OW0 L EH0
upone|UW0 P OW0 N EH0
uponye|UW0 P OW0 N IY0 EH0
uponywe|UW0 P OW0 N IY0 W EH0
uporo|UW0 P OW0 R OW0
uposo|UW0 P OW0 S OW0
upote|UW0 P OW0 T EH0
upotevu|UW0 P OW0 T EH0 V UW0
upotoe|UW0 P OW0 T OW0 EH0
upotofu|UW0 P OW0 T OW0 F UW0
upotovu|UW0 P OW0 T OW0 V UW0
upumuo|UW0 P UW0 M UW0 OW0
upupu|UW0 P UW0 P UW0
upura|UW0 P UW0 R AE
upurukushani|UW0 P UW0 R UW0 K UW0 SH AE N IY0
upuuzi|UW0 P UW0 UW0 Z IY0
upuzi|UW0 P UW0 Z IY0
upwa|UW0 P W AE
upwamu|UW0 P W AE M UW0
upweke|UW0 P W EH0 K EH0
upya|UW0 P Y AE
urafiki|UW0 R AE F IY0 K IY0
urahini|UW0 R AE HH IY0 N IY0
urahisi|UW0 R AE HH IY0 S IY0
uraia|UW0 R AE IY0 AE
uraka|UW0 R AE K AE
uramali|UW0 R AE M AE L IY0
urari|UW0 R AE R IY0
urasharasha|UW0 R AE SH AE R AE SH AE
urasimu|UW0 R AE S IY0 M UW0
urasmi|UW0 R AE S M IY0
uraufu|UW0 R AE UW0 F UW0
urefu|UW0 R EH0 F UW0
urene|UW0 R EH0 N EH0
urithi|UW0 R IY0 TH IY0
uroho|UW0 R OW0 HH OW0
uru|UW0 R UW0
urukususu|UW0 R UW0 K UW0 S UW0 S UW0
urumo|UW0 R UW0 M OW0
uruza|UW0 R UW0 Z AE
usa|UW0 S AE
usaa|UW0 S AE AE
usafi|UW0 S AE F IY0
usafihi|UW0 S AE F IY0 HH IY0
usafiri|UW0 S AE F IY0 R IY0
usaha|UW0 S AE HH AE
usahaulifu|UW0 S AE HH AE UW0 L IY0 F UW0
usahihi|UW0 S AE HH IY0 HH IY0
usahihishan|UW0 S AE HH IY0 HH IY0 SH AE N
usalama|UW0 S AE L AE M AE
usalata|UW0 S AE L AE T AE
usalimini|UW0 S AE L IY0 M IY0 N IY0
usalio|UW0 S AE L IY0 OW0
usaliti|UW0 S AE L IY0 T IY0
usana|UW0 S AE N AE
usani|UW0 S AE N IY0
usanifu|UW0 S AE N IY0 F UW0
usare|UW0 S AE R EH0
usasi|UW0 S AE S IY0
usawa|UW0 S AE W AE
usemapo|UW0 S EH0 M AE P OW0
useme|UW0 S EH0 M EH0
usemi|UW0 S EH0 M IY0
usena|UW0 S EH0 N AE
useremala|UW0 S EH0 R EH0 M AE L AE
usha|UW0 SH AE
ushairi|UW0 SH AE IY0 R IY0
ushakii|UW0 SH AE K IY0 IY0
ushari|UW0 SH AE R IY0
usharifu|UW0 SH AE R IY0 F UW0
usharika|UW0 SH AE R IY0 K AE
ushaufu|UW0 SH AE UW0 F UW0
ushauri|UW0 SH AE UW0 R IY0
ushawishi|UW0 SH AE W IY0 SH IY0
usheha|UW0 SH EH0 HH AE
ushehe|UW0 SH EH0 HH EH0
ushei|UW0 SH EH0 IY0
ushemasi|UW0 SH EH0 M AE S IY0
ushetani|UW0 SH EH0 T AE N IY0
ushi|UW0 SH IY0
ushia|UW0 SH IY0 AE
ushikamano|UW0 SH IY0 K AE M AE N OW0
ushike|UW0 SH IY0 K EH0
ushirika|UW0 SH IY0 R IY0 K AE
ushirikiano|UW0 SH IY0 R IY0 K IY0 AE N OW0
ushirikina|UW0 SH IY0 R IY0 K IY0 N AE
ushoni|UW0 SH OW0 N IY0
ushono|UW0 SH OW0 N OW0
ushtaki|UW0 SH T AE K IY0
ushukao|UW0 SH UW0 K AE OW0
ushuke|UW0 SH UW0 K EH0
ushukuru|UW0 SH UW0 K UW0 R UW0
ushupavu|UW0 SH UW0 P AE V UW0
ushuru|UW0 SH UW0 R UW0
ushuzi|UW0 SH UW0 Z IY0
ushwa|UW0 SH W AE
usi|UW0 S IY0
usia|UW0 S IY0 AE
usiache|UW0 S IY0 AE T SH EH0
usiape|UW0 S IY0 AE P EH0
usichafuliw|UW0 S IY0 T SH AE F UW0 L IY0 W
usichana|UW0 S IY0 T SH AE N AE
usicheze|UW0 S IY0 T SH EH0 Z EH0
usichezee|UW0 S IY0 T SH EH0 Z EH0 EH0
usichokista|UW0 S IY0 T SH OW0 K IY0 S T AE
usichukue|UW0 S IY0 T SH UW0 K UW0 EH0
usifanye|UW0 S IY0 F AE N IY0 EH0
usife|UW0 S IY0 F EH0
usifike|UW0 S IY0 F IY0 K EH0
usifuate|UW0 S IY0 F UW0 AE T EH0
usiharakish|UW0 S IY0 HH AE R AE K IY0 SH
usiifanikis|UW0 S IY0 IY0 F AE N IY0 K IY0 S
usiizime|UW0 S IY0 IY0 Z IY0 M EH0
usikae|UW0 S IY0 K AE EH0
usikate|UW0 S IY0 K AE T EH0
usikawie|UW0 S IY0 K AE W IY0 EH0
usiketi|UW0 S IY0 K EH0 T IY0
usikie|UW0 S IY0 K IY0 EH0
usikilizano|UW0 S IY0 K IY0 L IY0 Z AE N OW0
usikilize|UW0 S IY0 K IY0 L IY0 Z EH0
usikivu|UW0 S IY0 K IY0 V UW0
usikizi|UW0 S IY0 K IY0 Z IY0
usiku|UW0 S IY0 K UW0
usikwame|UW0 S IY0 K W AE M EH0
usilie|UW0 S IY0 L IY0 EH0
usilipe|UW0 S IY0 L IY0 P EH0
usimame|UW0 S IY0 M AE M EH0
usimamizi|UW0 S IY0 M AE M IY0 Z IY0
usimeme|UW0 S IY0 M EH0 M EH0
usimfuate|UW0 S IY0 M F UW0 AE T EH0
usimhukumu|UW0 S IY0 M HH UW0 K UW0 M UW0
usimkatae|UW0 S IY0 M K AE T AE EH0
usimkemee|UW0 S IY0 M K EH0 M EH0 EH0
usimkwaze|UW0 S IY0 M K W AE Z EH0
usimlipize|UW0 S IY0 M L IY0 P IY0 Z EH0
usimpe|UW0 S IY0 M P EH0
usimtake|UW0 S IY0 M T AE K EH0
usimtie|UW0 S IY0 M T IY0 EH0
usimu|UW0 S IY0 M UW0
usimulizi|UW0 S IY0 M UW0 L IY0 Z IY0
usimwache|UW0 S IY0 M W AE T SH EH0
usimwone|UW0 S IY0 M W OW0 N EH0
usiniache|UW0 S IY0 N IY0 AE T SH EH0
usinichukue|UW0 S IY0 N IY0 T SH UW0 K UW0 EH0
usinifanyie|UW0 S IY0 N IY0 F AE N IY0 IY0 EH0
usinifiche|UW0 S IY0 N IY0 F IY0 T SH EH0
usinihukumu|UW0 S IY0 N IY0 HH UW0 K UW0 M UW0
usinikatae|UW0 S IY0 N IY0 K AE T AE EH0
usinikatali|UW0 S IY0 N IY0 K AE T AE L IY0
usinikemee|UW0 S IY0 N IY0 K EH0 M EH0 EH0
usinipatili|UW0 S IY0 N IY0 P AE T IY0 L IY0
usinipe|UW0 S IY0 N IY0 P EH0
usinishike|UW0 S IY0 N IY0 SH IY0 K EH0
usinitapishe|UW0 S IY0 N IY0 T AE P IY0 SH EH0
usinitese|UW0 S IY0 N IY0 T EH0 S EH0
usinitie|UW0 S IY0 N IY0 T IY0 EH0
usinitupe|UW0 S IY0 N IY0 T UW0 P EH0
usiniulize|UW0 S IY0 N IY0 UW0 L IY0 Z EH0
usinyamaze|UW0 S IY0 N IY0 AE M AE Z EH0
usinywe|UW0 S IY0 N IY0 W EH0
usio|UW0 S IY0 OW0
usioelekea|UW0 S IY0 OW0 EH0 L EH0 K EH0 AE
usioelezeka|UW0 S IY0 OW0 EH0 L EH0 Z EH0 K AE
usiofaa|UW0 S IY0 OW0 F AE AE
usioiva|UW0 S IY0 OW0 IY0 V AE
usiokata|UW0 S IY0 OW0 K AE T AE
usiokufa|UW0 S IY0 OW0 K UW0 F AE
usiokuwa|UW0 S IY0 OW0 K UW0 W AE
usione|UW0 S IY0 OW0 N EH0
usioonyesha|UW0 S IY0 OW0 OW0 N IY0 EH0 SH AE
usiopikwa|UW0 S IY0 OW0 P IY0 K W AE
usiopimika|UW0 S IY0 OW0 P IY0 M IY0 K AE
usiopukutisha|UW0 S IY0 OW0 P UW0 K UW0 T IY0 SH AE
usiositasita|UW0 S IY0 OW0 S IY0 T AE S IY0 T AE
usiostahamili|UW0 S IY0 OW0 S T AE HH AE M IY0 L IY0
usiotikisik|UW0 S IY0 OW0 T IY0 K IY0 S IY0 K
usiotiwa|UW0 S IY0 OW0 T IY0 W AE
usioweza|UW0 S IY0 OW0 W EH0 Z AE
usiozaa|UW0 S IY0 OW0 Z AE AE
usiozimika|UW0 S IY0 OW0 Z IY0 M IY0 K AE
usipate|UW0 S IY0 P AE T EH0
usipite|UW0 S IY0 P IY0 T EH0
usipokesha|UW0 S IY0 P OW0 K EH0 SH AE
usira|UW0 S IY0 R AE
usiri|UW0 S IY0 R IY0
usiruhusu|UW0 S IY0 R UW0 HH UW0 S UW0
usisafirie|UW0 S IY0 S AE F IY0 R IY0 EH0
usisahau|UW0 S IY0 S AE HH AE UW0
usiseme|UW0 S IY0 S EH0 M EH0
usishiriki|UW0 S IY0 SH IY0 R IY0 K IY0
usisi|UW0 S IY0 S IY0
usisimame|UW0 S IY0 S IY0 M AE M EH0
usisite|UW0 S IY0 S IY0 T EH0
usita|UW0 S IY0 T AE
usitake|UW0 S IY0 T AE K EH0
usitamani|UW0 S IY0 T AE M AE N IY0
usitawi|UW0 S IY0 T AE W IY0
usito|UW0 S IY0 T OW0
usitoe|UW0 S IY0 T OW0 EH0
usitoke|UW0 S IY0 T OW0 K EH0
usitu|UW0 S IY0 T UW0
usituache|UW0 S IY0 T UW0 AE T SH EH0
usitueleke|UW0 S IY0 T UW0 EH0 L EH0 K EH0
usitufanyie|UW0 S IY0 T UW0 F AE N IY0 IY0 EH0
usitukane|UW0 S IY0 T UW0 K AE N EH0
usituletee|UW0 S IY0 T UW0 L EH0 T EH0 EH0
usitulie|UW0 S IY0 T UW0 L IY0 EH0
usitupe|UW0 S IY0 T UW0 P EH0
usitutie|UW0 S IY0 T UW0 T IY0 EH0
usitutilie|UW0 S IY0 T UW0 T IY0 L IY0 EH0
usiuasahau|UW0 S IY0 UW0 AE S AE HH AE UW0
usiuatupie|UW0 S IY0 UW0 AE T UW0 P IY0 EH0
usiue|UW0 S IY0 UW0 EH0
usiumizwe|UW0 S IY0 UW0 M IY0 Z W EH0
usiupime|UW0 S IY0 UW0 P IY0 M EH0
usiviite|UW0 S IY0 V IY0 IY0 T EH0
usivume|UW0 S IY0 V UW0 M EH0
usiwaache|UW0 S IY0 W AE AE T SH EH0
usiwaalike|UW0 S IY0 W AE AE L IY0 K EH0
usiwafanye|UW0 S IY0 W AE F AE N IY0 EH0
usiwake|UW0 S IY0 W AE K EH0
usiwalaumu|UW0 S IY0 W AE L AE UW0 M UW0
usiwaonee|UW0 S IY0 W AE OW0 N EH0 EH0
usiwape|UW0 S IY0 W AE P EH0
usiwasahau|UW0 S IY0 W AE S AE HH AE UW0
usiwe|UW0 S IY0 W EH0
usiwepo|UW0 S IY0 W EH0 P OW0
usiyafiche|UW0 S IY0 Y AE F IY0 T SH EH0
usiyahi|UW0 S IY0 Y AE HH IY0
usiye|UW0 S IY0 Y EH0
usiyepatwa|UW0 S IY0 Y EH0 P AE T W AE
usiyetaka|UW0 S IY0 Y EH0 T AE K AE
usiyeweza|UW0 S IY0 Y EH0 W EH0 Z AE
usiyofaa|UW0 S IY0 Y OW0 F AE AE
usiyoila|UW0 S IY0 Y OW0 IY0 L AE
usiyokuwa|UW0 S IY0 Y OW0 K UW0 W AE
usiyoyala|UW0 S IY0 Y OW0 Y AE L AE
usizae|UW0 S IY0 Z AE EH0
usizini|UW0 S IY0 Z IY0 N IY0
usizuke|UW0 S IY0 Z UW0 K EH0
uslimini|UW0 S L IY0 M IY0 N IY0
uso|UW0 S OW0
usoka|UW0 S OW0 K AE
usoni|UW0 S OW0 N IY0
usono|UW0 S OW0 N OW0
usononi|UW0 S OW0 N OW0 N IY0
usoshalisti|UW0 S OW0 SH AE L IY0 S T IY0
ustahamiliv|UW0 S T AE HH AE M IY0 L IY0 V
ustahiki|UW0 S T AE HH IY0 K IY0
ustahili|UW0 S T AE HH IY0 L IY0
ustahimilivu|UW0 S T AE HH IY0 M IY0 L IY0 V UW0
ustahivu|UW0 S T AE HH IY0 V UW0
ustamilivu|UW0 S T AE M IY0 L IY0 V UW0
ustawi|UW0 S T AE W IY0
usu|UW0 S UW0
usufi|UW0 S UW0 F IY0
usufii|UW0 S UW0 F IY0 IY0
usufu|UW0 S UW0 F UW0
usukani|UW0 S UW0 K AE N IY0
usukumani|UW0 S UW0 K UW0 M AE N IY0
usukumizi|UW0 S UW0 K UW0 M IY0 Z IY0
usuli|UW0 S UW0 L IY0
usultani|UW0 S UW0 L T AE N IY0
usuluhishi|UW0 S UW0 L UW0 HH IY0 SH IY0
usununu|UW0 S UW0 N UW0 N UW0
usuria|UW0 S UW0 R IY0 AE
ususi|UW0 S UW0 S IY0
ususu|UW0 S UW0 S UW0
ususuani|UW0 S UW0 S UW0 AE N IY0
uswa|UW0 S W AE
uta|UW0 T AE
utaa|UW0 T AE AE
utaachiwa|UW0 T AE AE T SH IY0 W AE
utaalamu|UW0 T AE AE L AE M UW0
utachipuka|UW0 T AE T SH IY0 P UW0 K AE
utaelewa|UW0 T AE EH0 L EH0 W AE
utaelezwa|UW0 T AE EH0 L EH0 Z W AE
utafanana|UW0 T AE F AE N AE N AE
utafanya|UW0 T AE F AE N IY0 AE
utafika|UW0 T AE F IY0 K AE
utafikiri|UW0 T AE F IY0 K IY0 R IY0
utafiti|UW0 T AE F IY0 T IY0
utafurahi|UW0 T AE F UW0 R AE HH IY0
utafute|UW0 T AE F UW0 T EH0
utahukumiwa|UW0 T AE HH UW0 K UW0 M IY0 W AE
utaiepa|UW0 T AE IY0 EH0 P AE
utaifa|UW0 T AE IY0 F AE
utainuka|UW0 T AE IY0 N UW0 K AE
utaishi|UW0 T AE IY0 SH IY0
utaiti|UW0 T AE IY0 T IY0
utaitwa|UW0 T AE IY0 T W AE
utaiweka|UW0 T AE IY0 W EH0 K AE
utaiwezesha|UW0 T AE IY0 W EH0 Z EH0 SH AE
utakaa|UW0 T AE K AE AE
utakacho|UW0 T AE K AE T SH OW0
utakachokat|UW0 T AE K AE T SH OW0 K AE T
utakachokata|UW0 T AE K AE T SH OW0 K AE T AE
utakachomwom|UW0 T AE K AE T SH OW0 M W OW0 M
utakachoniom|UW0 T AE K AE T SH OW0 N IY0 OW0 M
utakachoruh|UW0 T AE K AE T SH OW0 R UW0 HH
utakachoruhu|UW0 T AE K AE T SH OW0 R UW0 HH UW0
utakachotum|UW0 T AE K AE T SH OW0 T UW0 M
utakachotumi|UW0 T AE K AE T SH OW0 T UW0 M IY0
utakalo|UW0 T AE K AE L OW0
utakaofuata|UW0 T AE K AE OW0 F UW0 AE T AE
utakaofunul|UW0 T AE K AE OW0 F UW0 N UW0 L
utakaowalet|UW0 T AE K AE OW0 W AE L EH0 T
utakapofika|UW0 T AE K AE P OW0 F IY0 K AE
utakapofunu|UW0 T AE K AE P OW0 F UW0 N UW0
utakapokuwa|UW0 T AE K AE P OW0 K UW0 W AE
utakapomaliz|UW0 T AE K AE P OW0 M AE L IY0 Z
utakapong|a UW0 T AE K AE P OW0 NG AE
utakaposema|UW0 T AE K AE P OW0 S EH0 M AE
utakapotoke|UW0 T AE K AE P OW0 T OW0 K EH0
utakapotuku|UW0 T AE K AE P OW0 T UW0 K UW0
utakapotukuz|UW0 T AE K AE P OW0 T UW0 K UW0 Z
utakapotuon|UW0 T AE K AE P OW0 T UW0 OW0 N
utakapowaan|UW0 T AE K AE P OW0 W AE AE N
utakasirika|UW0 T AE K AE S IY0 R IY0 K AE
utakaso|UW0 T AE K AE S OW0
utakatifu|UW0 T AE K AE T IY0 F UW0
utakatwa|UW0 T AE K AE T W AE
utakavyo|UW0 T AE K AE V Y OW0
utakavyotup|UW0 T AE K AE V Y OW0 T UW0 P
utakawia|UW0 T AE K AE W IY0 AE
utakayemwona|UW0 T AE K AE Y EH0 M W OW0 N AE
utakayemzaa|UW0 T AE K AE Y EH0 M Z AE AE
utakayo|UW0 T AE K AE Y OW0
utakiona|UW0 T AE K IY0 OW0 N AE
utako|UW0 T AE K OW0
utakula|UW0 T AE K UW0 L AE
utakuta|UW0 T AE K UW0 T AE
utakuwa|UW0 T AE K UW0 W AE
utakwezwa|UW0 T AE K W EH0 Z W AE
utalamu|UW0 T AE L AE M UW0
utaleleshi|UW0 T AE L EH0 L EH0 SH IY0
utaletwa|UW0 T AE L EH0 T W AE
utalia|UW0 T AE L IY0 AE
utalii|UW0 T AE L IY0 IY0
utamanifu|UW0 T AE M AE N IY0 F UW0
utamchukia|UW0 T AE M T SH UW0 K IY0 AE
utamfanya|UW0 T AE M F AE N IY0 AE
utampa|UW0 T AE M P AE
utamsikia|UW0 T AE M S IY0 K IY0 AE
utamtafuta|UW0 T AE M T AE F UW0 T AE
utamtumikia|UW0 T AE M T UW0 M IY0 K IY0 AE
utamu|UW0 T AE M UW0
utamzaa|UW0 T AE M Z AE AE
utanashati|UW0 T AE N AE SH AE T IY0
utang|aa UW0 T AE NG AE AE
utang|olewa UW0 T AE NG OW0 L EH0 W AE
utani|UW0 T AE N IY0
utanifanya|UW0 T AE N IY0 F AE N IY0 AE
utanifuata|UW0 T AE N IY0 F UW0 AE T AE
utanikana|UW0 T AE N IY0 K AE N AE
utanikuta|UW0 T AE N IY0 K UW0 T AE
utaniokoa|UW0 T AE N IY0 OW0 K OW0 AE
utaniona|UW0 T AE N IY0 OW0 N AE
utanionyesh|UW0 T AE N IY0 OW0 N IY0 EH0 SH
utaniosha|UW0 T AE N IY0 OW0 SH AE
utanipatia|UW0 T AE N IY0 P AE T IY0 AE
utanipokea|UW0 T AE N IY0 P OW0 K EH0 AE
utanisahau|UW0 T AE N IY0 S AE HH AE UW0
utanisifu|UW0 T AE N IY0 S IY0 F UW0
utanisikili|UW0 T AE N IY0 S IY0 K IY0 L IY0
utaniuliza|UW0 T AE N IY0 UW0 L IY0 Z AE
utaniweka|UW0 T AE N IY0 W EH0 K AE
utanyosha|UW0 T AE N IY0 OW0 SH AE
utaoa|UW0 T AE OW0 AE
utaokoka|UW0 T AE OW0 K OW0 K AE
utaokolewa|UW0 T AE OW0 K OW0 L EH0 W AE
utaona|UW0 T AE OW0 N AE
utaonekana|UW0 T AE OW0 N EH0 K AE N AE
utapasuka|UW0 T AE P AE S UW0 K AE
utapata|UW0 T AE P AE T AE
utapishi|UW0 T AE P IY0 SH IY0
utapitishwa|UW0 T AE P IY0 T IY0 SH W AE
utapokea|UW0 T AE P OW0 K EH0 AE
utaporomoshw|UW0 T AE P OW0 R OW0 M OW0 SH W
utari|UW0 T AE R IY0
utarishi|UW0 T AE R IY0 SH IY0
utasa|UW0 T AE S AE
utasema|UW0 T AE S EH0 M AE
utashi|UW0 T AE SH IY0
utashuka|UW0 T AE SH UW0 K AE
utasi|UW0 T AE S IY0
utasimama|UW0 T AE S IY0 M AE M AE
utasitawi|UW0 T AE S IY0 T AE W IY0
utata|UW0 T AE T AE
utatanishi|UW0 T AE T AE N IY0 SH IY0
utatazama|UW0 T AE T AE Z AE M AE
utatia|UW0 T AE T IY0 AE
utatimiza|UW0 T AE T IY0 M IY0 Z AE
utatiti|UW0 T AE T IY0 T IY0
utatizi|UW0 T AE T IY0 Z IY0
utatoa|UW0 T AE T OW0 AE
utatoka|UW0 T AE T OW0 K AE
utatu|UW0 T AE T UW0
utatukasiri|UW0 T AE T UW0 K AE S IY0 R IY0
utatuzi|UW0 T AE T UW0 Z IY0
utaua|UW0 T AE UW0 AE
utauchoma|UW0 T AE UW0 T SH OW0 M AE
utauona|UW0 T AE UW0 OW0 N AE
utawa|UW0 T AE W AE
utawafanya|UW0 T AE W AE F AE N IY0 AE
utawaia|UW0 T AE W AE IY0 AE
utawala|UW0 T AE W AE L AE
utawanasa|UW0 T AE W AE N AE S AE
utawapata|UW0 T AE W AE P AE T AE
utawapatien|UW0 T AE W AE P AE T IY0 EH0 N
utawapeni|UW0 T AE W AE P EH0 N IY0
utawasha|UW0 T AE W AE SH AE
utawasilisha|UW0 T AE W AE S IY0 L IY0 SH AE
utawatekete|UW0 T AE W AE T EH0 K EH0 T EH0
utawatimua|UW0 T AE W AE T IY0 M UW0 AE
utaweza|UW0 T AE W EH0 Z AE
utawi|UW0 T AE W IY0
utaya|UW0 T AE Y AE
utazame|UW0 T AE Z AE M EH0
utazikasiri|UW0 T AE Z IY0 K AE S IY0 R IY0
utaziona|UW0 T AE Z IY0 OW0 N AE
utazitupili|UW0 T AE Z IY0 T UW0 P IY0 L IY0
ute|UW0 T EH0
uteketeke|UW0 T EH0 K EH0 T EH0 K EH0
uteketevu|UW0 T EH0 K EH0 T EH0 V UW0
utelezi|UW0 T EH0 L EH0 Z IY0
uteo|UW0 T EH0 OW0
utepe|UW0 T EH0 P EH0
utepetevu|UW0 T EH0 P EH0 T EH0 V UW0
utesi|UW0 T EH0 S IY0
utete|UW0 T EH0 T EH0
utetee|UW0 T EH0 T EH0 EH0
utetezi|UW0 T EH0 T EH0 Z IY0
uteule|UW0 T EH0 UW0 L EH0
uteute|UW0 T EH0 UW0 T EH0
uteuzi|UW0 T EH0 UW0 Z IY0
uti|UW0 T IY0
utii|UW0 T IY0 IY0
utiifu|UW0 T IY0 IY0 F UW0
utiko|UW0 T IY0 K OW0
utiliwao|UW0 T IY0 L IY0 W AE OW0
utiliwe|UW0 T IY0 L IY0 W EH0
utimiapo|UW0 T IY0 M IY0 AE P OW0
utimilifu|UW0 T IY0 M IY0 L IY0 F UW0
utimize|UW0 T IY0 M IY0 Z EH0
utimizo|UW0 T IY0 M IY0 Z OW0
utimu|UW0 T IY0 M UW0
utiriri|UW0 T IY0 R IY0 R IY0
utisho|UW0 T IY0 SH OW0
utitiri|UW0 T IY0 T IY0 R IY0
uto|UW0 T OW0
utoao|UW0 T OW0 AE OW0
utoe|UW0 T OW0 EH0
utokanao|UW0 T OW0 K AE N AE OW0
utokao|UW0 T OW0 K AE OW0
utokapo|UW0 T OW0 K AE P OW0
utokazi|UW0 T OW0 K AE Z IY0
utokee|UW0 T OW0 K EH0 EH0
utokezo|UW0 T OW0 K EH0 Z OW0
utoko|UW0 T OW0 K OW0
utoneo|UW0 T OW0 N EH0 OW0
utope|UW0 T OW0 P EH0
utoro|UW0 T OW0 R OW0
utoshelevu|UW0 T OW0 SH EH0 L EH0 V UW0
utoshelezi|UW0 T OW0 SH EH0 L EH0 Z IY0
utosi|UW0 T OW0 S IY0
utosini|UW0 T OW0 S IY0 N IY0
utoto|UW0 T OW0 T OW0
utotole|UW0 T OW0 T OW0 L EH0
utotoni|UW0 T OW0 T OW0 N IY0
utovu|UW0 T OW0 V UW0
utu|UW0 T UW0
utuelekezee|UW0 T UW0 EH0 L EH0 K EH0 Z EH0 EH0
utufanyie|UW0 T UW0 F AE N IY0 IY0 EH0
utuhurumie|UW0 T UW0 HH UW0 R UW0 M IY0 EH0
utukufu|UW0 T UW0 K UW0 F UW0
utukusanye|UW0 T UW0 K UW0 S AE N IY0 EH0
utukutu|UW0 T UW0 K UW0 T UW0
utukuzwe|UW0 T UW0 K UW0 Z W EH0
utulivu|UW0 T UW0 L IY0 V UW0
utulizo|UW0 T UW0 L IY0 Z OW0
utume|UW0 T UW0 M EH0
utumie|UW0 T UW0 M IY0 EH0
utumikao|UW0 T UW0 M IY0 K AE OW0
utumishi|UW0 T UW0 M IY0 SH IY0
utumiwao|UW0 T UW0 M IY0 W AE OW0
utumizi|UW0 T UW0 M IY0 Z IY0
utummwa|UW0 T UW0 M M W AE
utumwa|UW0 T UW0 M W AE
utumwani|UW0 T UW0 M W AE N IY0
utuokoe|UW0 T UW0 OW0 K OW0 EH0
utuonee|UW0 T UW0 OW0 N EH0 EH0
utuonyeshe|UW0 T UW0 OW0 N IY0 EH0 SH EH0
utupa|UW0 T UW0 P AE
utupatie|UW0 T UW0 P AE T IY0 EH0
utupe|UW0 T UW0 P EH0
utupeleke|UW0 T UW0 P EH0 L EH0 K EH0
utupimie|UW0 T UW0 P IY0 M IY0 EH0
utupu|UW0 T UW0 P UW0
uturehemu|UW0 T UW0 R EH0 HH EH0 M UW0
uturi|UW0 T UW0 R IY0
uturuhusu|UW0 T UW0 R UW0 HH UW0 S UW0
utusamehe|UW0 T UW0 S AE M EH0 HH EH0
utusikilize|UW0 T UW0 S IY0 K IY0 L IY0 Z EH0
utusitusi|UW0 T UW0 S IY0 T UW0 S IY0
utuuzima|UW0 T UW0 UW0 Z IY0 M AE
utuvu|UW0 T UW0 V UW0
utuwezeshe|UW0 T UW0 W EH0 Z EH0 SH EH0
utwae|UW0 T W AE EH0
utwalio|UW0 T W AE L IY0 OW0
utwana|UW0 T W AE N AE
utweshi|UW0 T W EH0 SH IY0
utwezo|UW0 T W EH0 Z OW0
uuhukumu|UW0 UW0 HH UW0 K UW0 M UW0
uukomeshe|UW0 UW0 K OW0 M EH0 SH EH0
uume|UW0 UW0 M EH0
uumizi|UW0 UW0 M IY0 Z IY0
uvae|UW0 V AE EH0
uvamizi|UW0 V AE M IY0 Z IY0
uvati|UW0 V AE T IY0
uvivu|UW0 V IY0 V UW0
uvoo|UW0 V OW0 OW0
uvukizo|UW0 V UW0 K IY0 Z OW0
uvukuto|UW0 V UW0 K UW0 T OW0
uvulana|UW0 V UW0 L AE N AE
uvule|UW0 V UW0 L EH0
uvuli|UW0 V UW0 L IY0
uvumapo|UW0 V UW0 M AE P OW0
uvumi|UW0 V UW0 M IY0
uvumilivu|UW0 V UW0 M IY0 L IY0 V UW0
uvushi|UW0 V UW0 SH IY0
uvusho|UW0 V UW0 SH OW0
uvutano|UW0 V UW0 T AE N OW0
uvutwapo|UW0 V UW0 T W AE P OW0
uvuvi|UW0 V UW0 V IY0
uvuvio|UW0 V UW0 V IY0 OW0
uvuzi|UW0 V UW0 Z IY0
uvyalio|UW0 V Y AE L IY0 OW0
uvyauso|UW0 V Y AE UW0 S OW0
uvyazi|UW0 V Y AE Z IY0
uwafanye|UW0 W AE F AE N IY0 EH0
uwafanyiavy|UW0 W AE F AE N IY0 IY0 AE V Y
uwafute|UW0 W AE F UW0 T EH0
uwakao|UW0 W AE K AE OW0
uwakapo|UW0 W AE K AE P OW0
uwakatalie|UW0 W AE K AE T AE L IY0 EH0
uwakemee|UW0 W AE K EH0 M EH0 EH0
uwakili|UW0 W AE K IY0 L IY0
uwakomeshe|UW0 W AE K OW0 M EH0 SH EH0
uwalete|UW0 W AE L EH0 T EH0
uwalii|UW0 W AE L IY0 IY0
uwalio|UW0 W AE L IY0 OW0
uwalipe|UW0 W AE L IY0 P EH0
uwamili|UW0 W AE M IY0 L IY0
uwani|UW0 W AE N IY0
uwaokoe|UW0 W AE OW0 K OW0 EH0
uwaone|UW0 W AE OW0 N EH0
uwapate|UW0 W AE P AE T EH0
uwapatie|UW0 W AE P AE T IY0 EH0
uwapaye|UW0 W AE P AE Y EH0
uwape|UW0 W AE P EH0
uwapo|UW0 W AE P OW0
uwasa|UW0 W AE S AE
uwasalimish|UW0 W AE S AE L IY0 M IY0 SH
uwasamehe|UW0 W AE S AE M EH0 HH EH0
uwashe|UW0 W AE SH EH0
uwashi|UW0 W AE SH IY0
uwasho|UW0 W AE SH OW0
uwashurutish|UW0 W AE SH UW0 R UW0 T IY0 SH
uwatawanye|UW0 W AE T AE W AE N IY0 EH0
uwatazame|UW0 W AE T AE Z AE M EH0
uwati|UW0 W AE T IY0
uwatie|UW0 W AE T IY0 EH0
