a|AE
zēlotypa|Z EH0 L OW0 T Y UW1 P AE
zēlotypia|Z EH0 L OW0 T Y UW1 P IY AE
zēlotypus|Z EH0 L OW0 T Y UW1 P UW S
zēlus|Z EH0 L UW S
zēlātor|Z EH0 L AE T OW0 RRR
zēlō|Z EH0 L OW0
zēlōsus|Z EH0 L OW0 S UW S
zēlōtēs|Z EH0 L OW0 T EH0 S
zēno|Z EH0 N OW0
zēnobius|Z EH0 N OW0 B IY UW S
zēnodōrus|Z EH0 N OW0 D OW0 RRR UW S
zēnōn|Z EH0 N OW0 N
zēnōne|Z EH0 N OW0 N EH0
zēnōnem|Z EH0 N OW0 N EH0 M
zēnōnis|Z EH0 N OW0 N IY S
zēnōnī|Z EH0 N OW0 N IY
zērynthus|Z EH0 RRR Y UW1 N T UW S
zētārius|Z EH0 T AE RRR IY UW S
zētās|Z EH0 T AE S
zīziphum|Z IY Z Z IY P UW M
zīziphus|Z IY Z Z IY P UW S
zīzyphum|Z IY Z Z Y UW1 P UW M
zīzyphus|Z IY Z Z Y UW1 P UW S
zōdiacus|Z OW0 D IY AE K UW S
zōna|Z OW0 N AE
zōnarās|Z OW0 N AE RRR AE S
zōnula|Z OW0 N UW L AE
zōnālis|Z OW0 N AE L IY S
zōnārius|Z OW0 N AE RRR IY UW S
zōnāta|Z OW0 N AE T AE
zōnāte|Z OW0 N AE T EH0
zōnātus|Z OW0 N AE T UW S
zōnē|Z OW0 N EH0
zōoepidēmicus|Z OW0 OW0 EH0 P IY D EH0 M IY K UW S
zōologica|Z OW0 OW0 L OW0 G IY K AE
zōologicus|Z OW0 OW0 L OW0 G IY K UW S
zōophagus|Z OW0 OW0 P AE G UW S
zōophthalmos|Z OW0 OW0 P T AE L M OW0 S
zōotrophīon|Z OW0 OW0 T RRR OW0 P IY OW0 N
zōpissa|Z OW0 P IY S S AE
zōpyron|Z OW0 P Y UW1 RRR OW0 N
zōpyrus|Z OW0 P Y UW1 RRR UW S
zōthēca|Z OW0 T EH0 K AE
zōthēcula|Z OW0 T EH0 K UW L AE
zȳthum|Z Y UW1 T UW M
ā|AE
ābaetō|AE B AE EH0 T OW0
ābrahamus|AE B RRR AE HH AE M UW S
ābrahamō|AE B RRR AE HH AE M OW0
ābrahām|AE B RRR AE HH AE M
ābītō|AE B IY T OW0
ācer|AE K EH0 RRR
āclydas|AE K L Y UW1 D AE S
āclyde|AE K L Y UW1 D EH0
āclydibus|AE K L Y UW1 D IY B UW S
āclydis|AE K L Y UW1 D IY S
āclydēs|AE K L Y UW1 D EH0 S
āclys|AE K L Y UW1 S
ācre|AE K RRR EH0
ācriculus|AE K RRR IY K UW L UW S
ācridentātus|AE K RRR IY D EH0 N T AE T UW S
ācridēns|AE K RRR IY D EH0 N S
ācrimōnia|AE K RRR IY M OW0 N IY AE
ācrimōniōsus|AE K RRR IY M OW0 N IY OW0 S UW S
ācrisepalus|AE K RRR IY S EH0 P AE L UW S
ācriter|AE K RRR IY T EH0 RRR
ācritās|AE K RRR IY T AE S
ācritūdō|AE K RRR IY T UW D OW0
ācrocorinthus|AE K RRR OW0 K OW0 RRR IY N T UW S
ācrus|AE K RRR UW S
ācrēs|AE K RRR EH0 S
ācrītās|AE K RRR IY T AE S
ācte|AE K T EH0
āctitō|AE K T IY T OW0
āctiō|AE K T IY OW0
āctor|AE K T OW0 RRR
āctrīx|AE K T RRR IY K S
āctuandō|AE K T UW AE N D OW0
āctuem|AE K T UW EH0 M
āctum|AE K T UW M
āctuā|AE K T UW AE
āctuālis|AE K T UW AE L IY S
āctuālēs|AE K T UW AE L EH0 S
āctuārem|AE K T UW AE RRR EH0 M
āctuāria|AE K T UW AE RRR IY AE
āctuāriam|AE K T UW AE RRR IY AE M
āctuārius|AE K T UW AE RRR IY UW S
āctuāriās|AE K T UW AE RRR IY AE S
āctuārās|AE K T UW AE RRR AE S
āctuārēs|AE K T UW AE RRR EH0 S
āctuās|AE K T UW AE S
āctuāsse|AE K T UW AE S S EH0
āctuāssem|AE K T UW AE S S EH0 M
āctuāssēs|AE K T UW AE S S EH0 S
āctuēs|AE K T UW EH0 S
āctuō|AE K T UW OW0
āctuōsus|AE K T UW OW0 S UW S
āctīvitās|AE K T IY UW IY T AE S
āctīvus|AE K T IY UW UW S
āctīvō|AE K T IY UW OW0
āctīvōs|AE K T IY UW OW0 S
āctō|AE K T OW0
āctōrius|AE K T OW0 RRR IY UW S
ādryas|AE D RRR Y UW1 AE S
ādāmō|AE D AE M OW0
āera|AE EH0 RRR AE
āere|AE EH0 RRR EH0
āerem|AE EH0 RRR EH0 M
āereus|AE EH0 RRR EH0 UW S
āeribus|AE EH0 RRR IY B UW S
āerifōrmis|AE EH0 RRR IY F OW0 RRR M IY S
āerinus|AE EH0 RRR IY N UW S
āeriportus|AE EH0 RRR IY P OW0 RRR T UW S
āeris|AE EH0 RRR IY S
āerius|AE EH0 RRR IY UW S
āerizūsa|AE EH0 RRR IY Z Z UW S AE
āerodynamicus|AE EH0 RRR OW0 D Y UW1 N AE M IY K UW S
āerofaciēns|AE EH0 RRR OW0 F AE K IY EH0 N S
āerolithus|AE EH0 RRR OW0 L IY T UW S
āeromantīa|AE EH0 RRR OW0 M AE N T IY AE
āeronauticus|AE EH0 RRR OW0 N AE UW T IY K UW S
āeroplā̆num|AE EH0 RRR OW0 P L AE N UW M
āeropus|AE EH0 RRR OW0 P UW S
āeros|AE EH0 RRR OW0 S
āerum|AE EH0 RRR UW M
āerēs|AE EH0 RRR EH0 S
āerī|AE EH0 RRR IY
āetītis|AE EH0 T IY T IY S
āfarēnsis|AE F AE RRR EH0 N S IY S
āfer|AE F EH0 RRR
āfrica|AE F RRR IY K AE
āfricia|AE F RRR IY K IY AE
āfricāna|AE F RRR IY K AE N AE
āfricāne|AE F RRR IY K AE N EH0
āfricānus|AE F RRR IY K AE N UW S
āfricānās|AE F RRR IY K AE N AE S
āfricānī|AE F RRR IY K AE N IY
āfricānō|AE F RRR IY K AE N OW0
āfricānōs|AE F RRR IY K AE N OW0 S
āfroasiāticus|AE F RRR OW0 AE S IY AE T IY K UW S
āfrāsiāticus|AE F RRR AE S IY AE T IY K UW S
āla|AE L AE
ālae|AE L AE EH0
ālam|AE L AE M
ālea|AE L EH0 AE
āleāris|AE L EH0 AE RRR IY S
āleārius|AE L EH0 AE RRR IY UW S
āleātor|AE L EH0 AE T OW0 RRR
āleātōrium|AE L EH0 AE T OW0 RRR IY UW M
āleātōrius|AE L EH0 AE T OW0 RRR IY UW S
āleīs|AE L EH0 IY S
āleō|AE L EH0 OW0
āliger|AE L IY G EH0 RRR
ālipēs|AE L IY P EH0 S
ālium|AE L IY UW M
ālum|AE L UW M
ālāria|AE L AE RRR IY AE
ālāriam|AE L AE RRR IY AE M
ālārius|AE L AE RRR IY UW S
ālāriās|AE L AE RRR IY AE S
ālās|AE L AE S
ālātus|AE L AE T UW S
ālūcinor|AE L UW K IY N OW0 RRR
ālūcinātiō|AE L UW K IY N AE T IY OW0
āmanuēnsis|AE M AE N UW EH0 N S IY S
āmentia|AE M EH0 N T IY AE
āmentī|AE M EH0 N T IY
āmentō|AE M EH0 N T OW0
āmittō|AE M IY T T OW0
āmoveō|AE M OW0 UW EH0 OW0
āmēn|AE M EH0 N
āmēns|AE M EH0 N S
āmōlior|AE M OW0 L IY OW0 RRR
āmōtiō|AE M OW0 T IY OW0
ānellus|AE N EH0 L L UW S
ānfrāctus|AE N F RRR AE K T UW S
ānfrāctuōsus|AE N F RRR AE K T UW OW0 S UW S
ānnulus|AE N N UW L UW S
ānsa|AE N S AE
ānser|AE N S EH0 RRR
ānserīnus|AE N S EH0 RRR IY N UW S
ānulus|AE N UW L UW S
ānulāris|AE N UW L AE RRR IY S
ānulārius|AE N UW L AE RRR IY UW S
ānulātus|AE N UW L AE T UW S
ānus|AE N UW S
ānxietās|AE N K S IY EH0 T AE S
ānxifer|AE N K S IY F EH0 RRR
ānālis|AE N AE L IY S
ānīs|AE N IY S
āpidanus|AE P IY D AE N UW S
āprucō|AE P RRR UW K OW0
āprīcitas|AE P RRR IY K IY T AE S
āprīcor|AE P RRR IY K OW0 RRR
āprīcātiō|AE P RRR IY K AE T IY OW0
āprōnius|AE P RRR OW0 N IY UW S
āpulēius|AE P UW L EH0 IY UW S
āpūlia|AE P UW L IY AE
āra|AE RRR AE
ārae|AE RRR AE EH0
ārdeō|AE RRR D EH0 OW0
ārdifētus|AE RRR D IY F EH0 T UW S
ārdēscō|AE RRR D EH0 S K OW0
ārefaciō|AE RRR EH0 F AE K IY OW0
ārefactūrus|AE RRR EH0 F AE K T UW RRR UW S
āreola|AE RRR EH0 OW0 L AE
āreolātus|AE RRR EH0 OW0 L AE T UW S
āreālis|AE RRR EH0 AE L IY S
āreō|AE RRR EH0 OW0
ārfaciō|AE RRR F AE K IY OW0
ārgon|AE RRR G OW0 N
āridus|AE RRR IY D UW S
ārsiō|AE RRR S IY OW0
ārula|AE RRR UW L AE
āruī|AE RRR UW IY
ārēscō|AE RRR EH0 S K OW0
āsa|AE S AE
āsiānus|AE S IY AE N UW S
āsiāticus|AE S IY AE T IY K UW S
āsiāticī|AE S IY AE T IY K IY
āsma|AE S M AE
āsmara|AE S M AE RRR AE
āspernor|AE S P EH0 RRR N OW0 RRR
āsēr|AE S EH0 RRR
āsōpus|AE S OW0 P UW S
āter|AE T EH0 RRR
āternus|AE T EH0 RRR N UW S
āthlēta|AE T L EH0 T AE
āthlēticus|AE T L EH0 T IY K UW S
ātlantis|AE T L AE N T IY S
ātrabīlārius|AE T RRR AE B IY L AE RRR IY UW S
ātriceps|AE T RRR IY K EH0 P S
ātriolum|AE T RRR IY OW0 L UW M
ātrioventriculāribus|AE T RRR IY OW0 UW EH0 N T RRR IY K UW L AE RRR IY B UW S
ātrioventriculāris|AE T RRR IY OW0 UW EH0 N T RRR IY K UW L AE RRR IY S
ātripectorālis|AE T RRR IY P EH0 K T OW0 RRR AE L IY S
ātriplex|AE T RRR IY P L EH0 K S
ātripēs|AE T RRR IY P EH0 S
ātrius|AE T RRR IY UW S
ātropatēnē|AE T RRR OW0 P AE T EH0 N EH0
ātrophicāns|AE T RRR OW0 P IY K AE N S
ātrophus|AE T RRR OW0 P UW S
ātropurpureus|AE T RRR OW0 P UW RRR P UW RRR EH0 UW S
ātrātus|AE T RRR AE T UW S
āvehō|AE UW EH0 HH OW0
āvellō|AE UW EH0 L L OW0
āverruncus|AE UW EH0 RRR RRR UW N K UW S
āverruncō|AE UW EH0 RRR RRR UW N K OW0
āversiō|AE UW EH0 RRR S IY OW0
āversus|AE UW EH0 RRR S UW S
āvertō|AE UW EH0 RRR T OW0
āvium|AE UW IY UW M
āvius|AE UW IY UW S
āviō|AE UW IY OW0
āvocāmenta|AE UW OW0 K AE M EH0 N T AE
āvocāmentum|AE UW OW0 K AE M EH0 N T UW M
āvocāmentī|AE UW OW0 K AE M EH0 N T IY
āvocāmentīs|AE UW OW0 K AE M EH0 N T IY S
āvocāmentō|AE UW OW0 K AE M EH0 N T OW0
āvocāmentōrum|AE UW OW0 K AE M EH0 N T OW0 RRR UW M
āvocō|AE UW OW0 K OW0
āvolō|AE UW OW0 L OW0
āxilla|AE K S IY L L AE
āēr|AE EH0 RRR
ā̆cis|AE K IY S
ā̆sia|AE S IY AE
ā̆stūtia|AE S T UW T IY AE
ā̆stūtus|AE S T UW T UW S
ē|EH0
ēbibō|EH0 B IY B OW0
ēblandior|EH0 B L AE N D IY OW0 RRR
ēbria|EH0 B RRR IY AE
ēbrietās|EH0 B RRR IY EH0 T AE S
ēbriolus|EH0 B RRR IY OW0 L UW S
ēbriolātus|EH0 B RRR IY OW0 L AE T UW S
ēbrium|EH0 B RRR IY UW M
ēbrius|EH0 B RRR IY UW S
ēbriācus|EH0 B RRR IY AE K UW S
ēbriāmen|EH0 B RRR IY AE M EH0 N
ēbriō|EH0 B RRR IY OW0
ēbriōsus|EH0 B RRR IY OW0 S UW S
ēbullient|EH0 B UW L L IY EH0 N T
ēbulliō|EH0 B UW L L IY OW0
ēcastor|EH0 K AE S T OW0 RRR
ēcaudis|EH0 K AE UW D IY S
ēchō|EH0 K OW0
ēdepol|EH0 D EH0 P OW0 L
ēdere|EH0 D EH0 RRR EH0
ēdicte|EH0 D IY K T EH0
ēdictiō|EH0 D IY K T IY OW0
ēdictum|EH0 D IY K T UW M
ēdictālis|EH0 D IY K T AE L IY S
ēdictō|EH0 D IY K T OW0
ēdidērunt|EH0 D IY D EH0 RRR UW N T
ēdiscō|EH0 D IY S K OW0
ēdisserō|EH0 D IY S S EH0 RRR OW0
ēdite|EH0 D IY T EH0
ēditissime|EH0 D IY T IY S S IY M EH0
ēditissimē|EH0 D IY T IY S S IY M EH0
ēditiō|EH0 D IY T IY OW0
ēditus|EH0 D IY T UW S
ēditīcius|EH0 D IY T IY K IY UW S
ēdoceō|EH0 D OW0 K EH0 OW0
ēdolō|EH0 D OW0 L OW0
ēdomō|EH0 D OW0 M OW0
ēdormiō|EH0 D OW0 RRR M IY OW0
ēducanda|EH0 D UW K AE N D AE
ēductiō|EH0 D UW K T IY OW0
ēductor|EH0 D UW K T OW0 RRR
ēducātiō|EH0 D UW K AE T IY OW0
ēducātor|EH0 D UW K AE T OW0 RRR
ēducātrīx|EH0 D UW K AE T RRR IY K S
ēducō|EH0 D UW K OW0
ēdīcō|EH0 D IY K OW0
ēdō|EH0 D OW0
ēdōnī|EH0 D OW0 N IY
ēdūcō|EH0 D UW K OW0
ēdūrō|EH0 D UW RRR OW0
ēgelidus|EH0 G EH0 L IY D UW S
ēgerimus|EH0 G EH0 RRR IY M UW S
ēgeris|EH0 G EH0 RRR IY S
ēgeritis|EH0 G EH0 RRR IY T IY S
ēgerō|EH0 G EH0 RRR OW0
ēgredior|EH0 G RRR EH0 D IY OW0 RRR
ēgregius|EH0 G RRR EH0 G IY UW S
ēgregiē|EH0 G RRR EH0 G IY EH0
ēgressus|EH0 G RRR EH0 S S UW S
ēheu|EH0 HH EH0 UW
ēiciō|EH0 IY K IY OW0
ēlabōrandō|EH0 L AE B OW0 RRR AE N D OW0
ēlabōrante|EH0 L AE B OW0 RRR AE N T EH0
ēlabōrantī|EH0 L AE B OW0 RRR AE N T IY
ēlabōrantō|EH0 L AE B OW0 RRR AE N T OW0
ēlabōrem|EH0 L AE B OW0 RRR EH0 M
ēlabōror|EH0 L AE B OW0 RRR OW0 RRR
ēlabōrā|EH0 L AE B OW0 RRR AE
ēlabōrārem|EH0 L AE B OW0 RRR AE RRR EH0 M
ēlabōrārās|EH0 L AE B OW0 RRR AE RRR AE S
ēlabōrārēs|EH0 L AE B OW0 RRR AE RRR EH0 S
ēlabōrās|EH0 L AE B OW0 RRR AE S
ēlabōrāsse|EH0 L AE B OW0 RRR AE S S EH0
ēlabōrāssem|EH0 L AE B OW0 RRR AE S S EH0 M
ēlabōrāssēs|EH0 L AE B OW0 RRR AE S S EH0 S
ēlabōrāta|EH0 L AE B OW0 RRR AE T AE
ēlabōrāte|EH0 L AE B OW0 RRR AE T EH0
ēlabōrātī|EH0 L AE B OW0 RRR AE T IY
ēlabōrātō|EH0 L AE B OW0 RRR AE T OW0
ēlabōrēs|EH0 L AE B OW0 RRR EH0 S
ēlabōrō|EH0 L AE B OW0 RRR OW0
ēlacatēn|EH0 L AE K AE T EH0 N
ēlacatēna|EH0 L AE K AE T EH0 N AE
ēlacatēnes|EH0 L AE K AE T EH0 N EH0 S
ēlanguēscō|EH0 L AE N G EH0 S K OW0
ēlaqueātiō|EH0 L AE K EH0 AE T IY OW0
ēlaqueātiōne|EH0 L AE K EH0 AE T IY OW0 N EH0
ēlaqueātiōnem|EH0 L AE K EH0 AE T IY OW0 N EH0 M
ēlaqueō|EH0 L AE K EH0 OW0
ēlectricitās|EH0 L EH0 K T RRR IY K IY T AE S
ēlectricus|EH0 L EH0 K T RRR IY K UW S
ēlectrisō|EH0 L EH0 K T RRR IY S OW0
ēlectromagnēticus|EH0 L EH0 K T RRR OW0 M AE G N EH0 T IY K UW S
ēlectrum|EH0 L EH0 K T RRR UW M
ēlectrōnica|EH0 L EH0 K T RRR OW0 N IY K AE
ēlectrōnicus|EH0 L EH0 K T RRR OW0 N IY K UW S
ēlectuārium|EH0 L EH0 K T UW AE RRR IY UW M
ēlegantia|EH0 L EH0 G AE N T IY AE
ēlegantulus|EH0 L EH0 G AE N T UW L UW S
ēlegantēs|EH0 L EH0 G AE N T EH0 S
ēlegāns|EH0 L EH0 G AE N S
ēlevō|EH0 L EH0 UW OW0
ēliciō|EH0 L IY K IY OW0
ēligibilis|EH0 L IY G IY B IY L IY S
ēligāns|EH0 L IY G AE N S
ēligō|EH0 L IY G OW0
ēliminātiō|EH0 L IY M IY N AE T IY OW0
ēlinguis|EH0 L IY N G IY S
ēlingō|EH0 L IY N G OW0
ēlis|EH0 L IY S
ēlix|EH0 L IY K S
ēlixus|EH0 L IY K S UW S
ēlixō|EH0 L IY K S OW0
ēliās|EH0 L IY AE S
ēlocō|EH0 L OW0 K OW0
ēlogium|EH0 L OW0 G IY UW M
ēlongātus|EH0 L OW0 N G AE T UW S
ēlongō|EH0 L OW0 N G OW0
ēloquentia|EH0 L OW0 K EH0 N T IY AE
ēloquium|EH0 L OW0 K IY UW M
ēloquor|EH0 L OW0 K OW0 RRR
ēlumbis|EH0 L UW M B IY S
ēluviō|EH0 L UW UW IY OW0
ēluō|EH0 L UW OW0
ēlābor|EH0 L AE B OW0 RRR
ēlāmentābilis|EH0 L AE M EH0 N T AE B IY L IY S
ēlātiō|EH0 L AE T IY OW0
ēlātrō|EH0 L AE T RRR OW0
ēlātē|EH0 L AE T EH0
ēlēctissimus|EH0 L EH0 K T IY S S IY M UW S
ēlēctor|EH0 L EH0 K T OW0 RRR
ēlēctrīx|EH0 L EH0 K T RRR IY K S
ēlēctōre|EH0 L EH0 K T OW0 RRR EH0
ēlēctōrem|EH0 L EH0 K T OW0 RRR EH0 M
ēlēctōribus|EH0 L EH0 K T OW0 RRR IY B UW S
ēlēctōris|EH0 L EH0 K T OW0 RRR IY S
ēlēctōrum|EH0 L EH0 K T OW0 RRR UW M
ēlēctōrēs|EH0 L EH0 K T OW0 RRR EH0 S
ēlēctōrī|EH0 L EH0 K T OW0 RRR IY
ēlēgī|EH0 L EH0 G IY
ēlīde|EH0 L IY D EH0
ēlīdō|EH0 L IY D OW0
ēlīminō|EH0 L IY M IY N OW0
ēlīmāte|EH0 L IY M AE T EH0
ēlīmō|EH0 L IY M OW0
ēlīsī|EH0 L IY S IY
ēlōnē|EH0 L OW0 N EH0
ēlūceō|EH0 L UW K EH0 OW0
ēlūcidāre|EH0 L UW K IY D AE RRR EH0
ēlūcidāta|EH0 L UW K IY D AE T AE
ēlūcidāte|EH0 L UW K IY D AE T EH0
ēlūcidō|EH0 L UW K IY D OW0
ēlūctor|EH0 L UW K T OW0 RRR
ēlūctābilis|EH0 L UW K T AE B IY L IY S
ēlūcubrō|EH0 L UW K UW B RRR OW0
ēlūdō|EH0 L UW D OW0
ēlūgeō|EH0 L UW G EH0 OW0
ēmancipātiō|EH0 M AE N K IY P AE T IY OW0
ēmancipō|EH0 M AE N K IY P OW0
ēmaneō|EH0 M AE N EH0 OW0
ēmarcus|EH0 M AE RRR K UW S
ēmarcēscō|EH0 M AE RRR K EH0 S K OW0
ēmargināta|EH0 M AE RRR G IY N AE T AE
ēmargināte|EH0 M AE RRR G IY N AE T EH0
ēmarginātī|EH0 M AE RRR G IY N AE T IY
ēmarginō|EH0 M AE RRR G IY N OW0
ēmathia|EH0 M AE T IY AE
ēmendābilis|EH0 M EH0 N D AE B IY L IY S
ēmendāre|EH0 M EH0 N D AE RRR EH0
ēmendātor|EH0 M EH0 N D AE T OW0 RRR
ēmendātrīx|EH0 M EH0 N D AE T RRR IY K S
ēmendīcō|EH0 M EH0 N D IY K OW0
ēmendō|EH0 M EH0 N D OW0
ēmentior|EH0 M EH0 N T IY OW0 RRR
ēmercor|EH0 M EH0 RRR K OW0 RRR
ēmereō|EH0 M EH0 RRR EH0 OW0
ēmergō|EH0 M EH0 RRR G OW0
ēmetō|EH0 M EH0 T OW0
ēmicō|EH0 M IY K OW0
ēmigrandō|EH0 M IY G RRR AE N D OW0
ēmigrem|EH0 M IY G RRR EH0 M
ēmigrā|EH0 M IY G RRR AE
ēmigrārem|EH0 M IY G RRR AE RRR EH0 M
ēmigrārās|EH0 M IY G RRR AE RRR AE S
ēmigrārēs|EH0 M IY G RRR AE RRR EH0 S
ēmigrās|EH0 M IY G RRR AE S
ēmigrāsse|EH0 M IY G RRR AE S S EH0
ēmigrāssem|EH0 M IY G RRR AE S S EH0 M
ēmigrēs|EH0 M IY G RRR EH0 S
ēmigrō|EH0 M IY G RRR OW0
ēminentēs|EH0 M IY N EH0 N T EH0 S
ēmineō|EH0 M IY N EH0 OW0
ēminus|EH0 M IY N UW S
ēminēns|EH0 M IY N EH0 N S
ēmisceō|EH0 M IY S K EH0 OW0
ēmissiō|EH0 M IY S S IY OW0
ēmittō|EH0 M IY T T OW0
ēmodulor|EH0 M OW0 D UW L OW0 RRR
ēmolimentum|EH0 M OW0 L IY M EH0 N T UW M
ēmolliō|EH0 M OW0 L L IY OW0
ēmoneō|EH0 M OW0 N EH0 OW0
ēmorior|EH0 M OW0 RRR IY OW0 RRR
ēmoveō|EH0 M OW0 UW EH0 OW0
ēmptitō|EH0 M P T IY T OW0
ēmptīcius|EH0 M P T IY K IY UW S
ēmulgeō|EH0 M UW L G EH0 OW0
ēmundō|EH0 M UW N D OW0
ēmungō|EH0 M UW N G OW0
ēmānātiō|EH0 M AE N AE T IY OW0
ēmānō|EH0 M AE N OW0
ēmātūrēscō|EH0 M AE T UW RRR EH0 S K OW0
ēmētior|EH0 M EH0 T IY OW0 RRR
ēmōlior|EH0 M OW0 L IY OW0 RRR
ēmūniō|EH0 M UW N IY OW0
ēmūtō|EH0 M UW T OW0
ēn|EH0 N
ēnatō|EH0 N AE T OW0
ēnecāre|EH0 N EH0 K AE RRR EH0
ēnecāte|EH0 N EH0 K AE T EH0
ēnecō|EH0 N EH0 K OW0
ēnervis|EH0 N EH0 RRR UW IY S
ēnervō|EH0 N EH0 RRR UW OW0
ēnicō|EH0 N IY K OW0
ēnigma|EH0 N IY G M AE
ēniteō|EH0 N IY T EH0 OW0
ēnitēscō|EH0 N IY T EH0 S K OW0
ēnotēscō|EH0 N OW0 T EH0 S K OW0
ēnotō|EH0 N OW0 T OW0
ēns|EH0 N S
ēnse|EH0 N S EH0
ēnsifer|EH0 N S IY F EH0 RRR
ēnsiger|EH0 N S IY G EH0 RRR
ēnsis|EH0 N S IY S
ēnucleātus|EH0 N UW K L EH0 AE T UW S
ēnucleātē|EH0 N UW K L EH0 AE T EH0
ēnucleō|EH0 N UW K L EH0 OW0
ēnumerāte|EH0 N UW M EH0 RRR AE T EH0
ēnumerātiō|EH0 N UW M EH0 RRR AE T IY OW0
ēnumerō|EH0 N UW M EH0 RRR OW0
ēnārrābilis|EH0 N AE RRR RRR AE B IY L IY S
ēnārrātiō|EH0 N AE RRR RRR AE T IY OW0
ēnārrō|EH0 N AE RRR RRR OW0
ēnāscor|EH0 N AE S K OW0 RRR
ēnātō|EH0 N AE T OW0
ēnāvigō|EH0 N AE UW IY G OW0
ēnītor|EH0 N IY T OW0 RRR
ēnō|EH0 N OW0
ēnōdis|EH0 N OW0 D IY S
ēnōdābilis|EH0 N OW0 D AE B IY L IY S
ēnōdō|EH0 N OW0 D OW0
ēnōrmis|EH0 N OW0 RRR M IY S
ēnōrmēs|EH0 N OW0 RRR M EH0 S
ēnūbō|EH0 N UW B OW0
ēnūntiābilis|EH0 N UW N T IY AE B IY L IY S
ēnūtriō|EH0 N UW T RRR IY OW0
ēpīrōtae|EH0 P IY RRR OW0 T AE EH0
ēpīrōtārum|EH0 P IY RRR OW0 T AE RRR UW M
ēpīrōtās|EH0 P IY RRR OW0 T AE S
ēpīrōtē|EH0 P IY RRR OW0 T EH0
ēpīrōtēn|EH0 P IY RRR OW0 T EH0 N
ēpīrōtēs|EH0 P IY RRR OW0 T EH0 S
ēpīrōtīs|EH0 P IY RRR OW0 T IY S
ēpōtō|EH0 P OW0 T OW0
ēr|EH0 RRR
ēricius|EH0 RRR IY K IY UW S
ēridanus|EH0 RRR IY D AE N UW S
ērigō|EH0 RRR IY G OW0
ērināceus|EH0 RRR IY N AE K EH0 UW S
ēripiās|EH0 RRR IY P IY AE S
ēripiō|EH0 RRR IY P IY OW0
ēris|EH0 RRR IY S
ērogāte|EH0 RRR OW0 G AE T EH0
ērogātiō|EH0 RRR OW0 G AE T IY OW0
ērogātor|EH0 RRR OW0 G AE T OW0 RRR
ērogātī|EH0 RRR OW0 G AE T IY
ērogātō|EH0 RRR OW0 G AE T OW0
ērogātōrius|EH0 RRR OW0 G AE T OW0 RRR IY UW S
ērogō|EH0 RRR OW0 G OW0
ērubēscō|EH0 RRR UW B EH0 S K OW0
ērudiō|EH0 RRR UW D IY OW0
ērudīte|EH0 RRR UW D IY T EH0
ērudītiō|EH0 RRR UW D IY T IY OW0
ērudītulus|EH0 RRR UW D IY T UW L UW S
ērudītus|EH0 RRR UW D IY T UW S
ērudītē|EH0 RRR UW D IY T EH0
ērumpō|EH0 RRR UW M P OW0
ēruncō|EH0 RRR UW N K OW0
ēruptiō|EH0 RRR UW P T IY OW0
ēruō|EH0 RRR UW OW0
ēryngion|EH0 RRR Y UW1 N G IY OW0 N
ēryngē|EH0 RRR Y UW1 N G EH0
ērādīcō|EH0 RRR AE D IY K OW0
ērādō|EH0 RRR AE D OW0
ērāse|EH0 RRR AE S EH0
ērēctus|EH0 RRR EH0 K T UW S
ērēpō|EH0 RRR EH0 P OW0
ērōdō|EH0 RRR OW0 D OW0
ērūca|EH0 RRR UW K AE
ērūctō|EH0 RRR UW K T OW0
ērūderō|EH0 RRR UW D EH0 RRR OW0
ērūginō|EH0 RRR UW G IY N OW0
ēs|EH0 S
ēscae|EH0 S K AE EH0
ēsculenta|EH0 S K UW L EH0 N T AE
ēsculente|EH0 S K UW L EH0 N T EH0
ēsculentus|EH0 S K UW L EH0 N T UW S
ēsculentī|EH0 S K UW L EH0 N T IY
ēscāria|EH0 S K AE RRR IY AE
ēscārius|EH0 S K AE RRR IY UW S
ēscēnsiō|EH0 S K EH0 N S IY OW0
ēsor|EH0 S OW0 RRR
ēsse|EH0 S S EH0
ēssent|EH0 S S EH0 N T
ēsset|EH0 S S EH0 T
ēssēmus|EH0 S S EH0 M UW S
ēssēs|EH0 S S EH0 S
ēssētis|EH0 S S EH0 T IY S
ēst|EH0 S T
ēste|EH0 S T EH0
ēstis|EH0 S T IY S
ēstō|EH0 S T OW0
ēstōte|EH0 S T OW0 T EH0
ēsurient|EH0 S UW RRR IY EH0 N T
ēsuriō|EH0 S UW RRR IY OW0
ēsāiānus|EH0 S AE IY AE N UW S
ēsāiās|EH0 S AE IY AE S
ēthicus|EH0 T IY K UW S
ēthologus|EH0 T OW0 L OW0 G UW S
ēthos|EH0 T OW0 S
ēvacuō|EH0 UW AE K UW OW0
ēvagor|EH0 UW AE G OW0 RRR
ēvalēscō|EH0 UW AE L EH0 S K OW0
ēvangelicus|EH0 UW AE N G EH0 L IY K UW S
ēvangelizandō|EH0 UW AE N G EH0 L IY Z Z AE N D OW0
ēvangelizem|EH0 UW AE N G EH0 L IY Z Z EH0 M
ēvangelizā|EH0 UW AE N G EH0 L IY Z Z AE
ēvangelizārem|EH0 UW AE N G EH0 L IY Z Z AE RRR EH0 M
ēvangelizārēs|EH0 UW AE N G EH0 L IY Z Z AE RRR EH0 S
ēvangelizās|EH0 UW AE N G EH0 L IY Z Z AE S
