a|AE
spostrzegać|S P AO S T SH EH G AE T
spostrzeżenie|S P AO S T SH EH EH N IY0 EH
sposób|S P AO S UW P
sposępnieć|S P AO S EH M P N IY0 EH T
spot|S P AO T
spotka|S P AO T K AE
spotkajmy|S P AO T K AE Y M IH0
spotkaliśmy|S P AO T K AE L IY SH M IH0
spotkamy|S P AO T K AE M IH0
spotkanie|S P AO T K AE N IY0 EH
spotkać|S P AO T K AE T
spotkał|S P AO T K AE W
spotkałam|S P AO T K AE W AE M
spotkałem|S P AO T K AE W EH M
spotyka|S P AO T IH0 K AE
spotykamy|S P AO T IH0 K AE M IH0
spotykać|S P AO T IH0 K AE T
spotęgować|S P AO T EH NG G AO V AE T
spotężnieć|S P AO T EH W N IY0 EH T
spoufalać|S P AO UW F AE L AE T
spoufalić|S P AO UW F AE L IY T
spowalniać|S P AO V AE L N IY0 AE T
spoważnieć|S P AO V AE N IY0 EH T
spowiadać|S P AO V Y AE D AE T
spowiednik|S P AO V Y EH D N IY0 IY K
spowiedź|S P AO V Y EH T
spowijać|S P AO V IY Y AE T
spowić|S P AO V IY T
spowodować|S P AO V AO D AO V AE T
spowolnić|S P AO V AO L N IY0 IY T
spowszednieć|S P AO F SH EH D N IY0 EH T
spox|S P AO K S
spoza|S P AO Z AE
spoć|S P AO T
społeczeństwo|S P AO W EH T EH N IY0 S T F AO
społeczniczka|S P AO W EH T N IY0 IY T K AE
społecznie|S P AO W EH T N IY0 EH
społecznik|S P AO W EH T N IY0 IY K
społeczność|S P AO W EH T N AO SH T
społeczny|S P AO W EH T N IH0
społem|S P AO W EH M
spośród|S P AO SH RRR UW T
spożycie|S P AO IH0 T EH
spożyj|S P AO IH0 Y
spożywać|S P AO IH0 V AE T
spożywczak|S P AO IH0 F T AE K
spożywczy|S P AO IH0 F T IH0
spożyć|S P AO IH0 T
spragniony|S P RRR AE G N IY0 AO N IH0
sprali|S P RRR AE L IY
spranie|S P RRR AE N IY0 EH
sprano|S P RRR AE N AO
sprany|S P RRR AE N IH0
spraw|S P RRR AE F
sprawa|S P RRR AE V AE
sprawach|S P RRR AE V AE HH
sprawami|S P RRR AE V AE M IY
sprawca|S P RRR AE F T AE
sprawczyni|S P RRR AE F T IH0 N IY0 IY
sprawdza|S P RRR AE V D AE
sprawdzacie|S P RRR AE V D AE T EH
sprawdzaj|S P RRR AE V D AE Y
sprawdzajcie|S P RRR AE V D AE Y T EH
sprawdzajmy|S P RRR AE V D AE Y M IH0
sprawdzają|S P RRR AE V D AE Y AO W
sprawdzając|S P RRR AE V D AE Y AO N T
sprawdzająca|S P RRR AE V D AE Y AO N T AE
sprawdzające|S P RRR AE V D AE Y AO N T EH
sprawdzający|S P RRR AE V D AE Y AO N T IH0
sprawdzali|S P RRR AE V D AE L IY
sprawdzaliby|S P RRR AE V D AE L IY B IH0
sprawdzalibyście|S P RRR AE V D AE L IY B IH0 SH T EH
sprawdzalibyśmy|S P RRR AE V D AE L IY B IH0 SH M IH0
sprawdzaliście|S P RRR AE V D AE L IY SH T EH
sprawdzaliśmy|S P RRR AE V D AE L IY SH M IH0
sprawdzam|S P RRR AE V D AE M
sprawdzamy|S P RRR AE V D AE M IH0
sprawdzanie|S P RRR AE V D AE N IY0 EH
sprawdzano|S P RRR AE V D AE N AO
sprawdzasz|S P RRR AE V D AE SH
sprawdzać|S P RRR AE V D AE T
sprawdzał|S P RRR AE V D AE W
sprawdzała|S P RRR AE V D AE W AE
sprawdzałaby|S P RRR AE V D AE W AE B IH0
sprawdzałabym|S P RRR AE V D AE W AE B IH0 M
sprawdzałabyś|S P RRR AE V D AE W AE B IH0 SH
sprawdzałam|S P RRR AE V D AE W AE M
sprawdzałaś|S P RRR AE V D AE W AE SH
sprawdzałby|S P RRR AE V D AE W B IH0
sprawdzałbym|S P RRR AE V D AE W B IH0 M
sprawdzałbyś|S P RRR AE V D AE W B IH0 SH
sprawdzałem|S P RRR AE V D AE W EH M
sprawdzałeś|S P RRR AE V D AE W EH SH
sprawdzało|S P RRR AE V D AE W AO
sprawdzałoby|S P RRR AE V D AE W AO B IH0
sprawdzały|S P RRR AE V D AE W IH0
sprawdzałyby|S P RRR AE V D AE W IH0 B IH0
sprawdzałybyście|S P RRR AE V D AE W IH0 B IH0 SH T EH
sprawdzałybyśmy|S P RRR AE V D AE W IH0 B IH0 SH M IH0
sprawdzałyście|S P RRR AE V D AE W IH0 SH T EH
sprawdzałyśmy|S P RRR AE V D AE W IH0 SH M IH0
sprawdzian|S P RRR AE V D AE N
sprawdzić|S P RRR AE V D IY T
sprawdziłem|S P RRR AE V D IY W EH M
sprawdzono|S P RRR AE V D AO N AO
sprawdzę|S P RRR AE V D EH
sprawdź|S P RRR AE F T
sprawdźcie|S P RRR AE F T T EH
sprawdźmy|S P RRR AE V D M IH0
sprawi|S P RRR AE V IY
sprawia|S P RRR AE V Y AE
sprawiać|S P RRR AE V Y AE T
sprawie|S P RRR AE V Y EH
sprawiedliwie|S P RRR AE V Y EH D L IY V Y EH
sprawiedliwości|S P RRR AE V Y EH D L IY V AO SH T IY
sprawiedliwością|S P RRR AE V Y EH D L IY V AO SH T AO W
sprawiedliwość|S P RRR AE V Y EH D L IY V AO SH T
sprawiedliwy|S P RRR AE V Y EH D L IY V IH0
sprawić|S P RRR AE V IY T
sprawię|S P RRR AE V Y EH
sprawka|S P RRR AE F K AE
sprawniejszego|S P RRR AE V N IY0 EH Y SH EH G AO
sprawniejszy|S P RRR AE V N IY0 EH Y SH IH0
sprawność|S P RRR AE V N AO SH T
sprawny|S P RRR AE V N IH0
sprawo|S P RRR AE V AO
sprawom|S P RRR AE V AO M
sprawować|S P RRR AE V AO V AE T
sprawozdanie|S P RRR AE V AO Z D AE N IY0 EH
sprawozdawca|S P RRR AE V AO Z D AE F T AE
sprawozdawczy|S P RRR AE V AO Z D AE F T IH0
sprawozdawczyni|S P RRR AE V AO Z D AE F T IH0 N IY0 IY
sprawy|S P RRR AE V IH0
sprawą|S P RRR AE V AO W
sprawę|S P RRR AE V EH
spray|S P RRR EH Y
sprać|S P RRR AE T
sprał|S P RRR AE W
sprała|S P RRR AE W AE
sprałam|S P RRR AE W AE M
sprałaś|S P RRR AE W AE SH
sprałem|S P RRR AE W EH M
sprałeś|S P RRR AE W EH SH
sprało|S P RRR AE W AO
sprały|S P RRR AE W IH0
sprecyzować|S P RRR EH T IH0 Z AO V AE T
spreparować|S P RRR EH P AE RRR AO V AE T
sprint|S P RRR IY N T
sprinter|S P RRR IY N T EH RRR
sprinterka|S P RRR IY N T EH RRR K AE
sprinterski|S P RRR IY N T EH RRR S K IY
sprofanować|S P RRR AO F AE N AO V AE T
sprokurować|S P RRR AO K UW RRR AO V AE T
spropsować|S P RRR AO P S AO V AE T
sprostać|S P RRR AO S T AE T
sprostować|S P RRR AO S T AO V AE T
sprostowywać|S P RRR AO S T AO V IH0 V AE T
sprostuj|S P RRR AO S T UW Y
sprostytuować|S P RRR AO S T IH0 T UW AO V AE T
sprowadza|S P RRR AO V AE D AE
sprowadzać|S P RRR AO V AE D AE T
sprowadzić|S P RRR AO V AE D IY T
sprowadź|S P RRR AO V AE T
sprowokować|S P RRR AO V AO K AO V AE T
sprośniejszego|S P RRR AO SH N IY0 EH Y SH EH G AO
sprośniejszy|S P RRR AO SH N IY0 EH Y SH IH0
sprośny|S P RRR AO SH N IH0
spruj|S P RRR UW Y
spruli|S P RRR UW L IY
spruta|S P RRR UW T AE
spruto|S P RRR UW T AO
spruty|S P RRR UW T IH0
spryciarz|S P RRR IH0 T AE SH
spryskanie|S P RRR IH0 S K AE N IY0 EH
spryt|S P RRR IH0 T
sprytnie|S P RRR IH0 T N IY0 EH
sprytny|S P RRR IH0 T N IH0
sprywatyzować|S P RRR IH0 V AE T IH0 Z AO V AE T
sprzeciw|S P SH EH T IY F
sprzeciwiać|S P SH EH T IY V Y AE T
sprzeciwić|S P SH EH T IY V IY T
sprzeczać|S P SH EH T AE T
sprzeczka|S P SH EH T K AE
sprzeczne|S P SH EH T N EH
sprzeczność|S P SH EH T N AO SH T
sprzeczny|S P SH EH T N IH0
sprzed|S P SH EH T
sprzedaje|S P SH EH D AE Y EH
sprzedajny|S P SH EH D AE Y N IH0
sprzedający|S P SH EH D AE Y AO N T IH0
sprzedana|S P SH EH D AE N AE
sprzedane|S P SH EH D AE N EH
sprzedani|S P SH EH D AE N IY0 IY
sprzedanie|S P SH EH D AE N IY0 EH
sprzedany|S P SH EH D AE N IH0
sprzedasz|S P SH EH D AE SH
sprzedawanie|S P SH EH D AE V AE N IY0 EH
sprzedawać|S P SH EH D AE V AE T
sprzedawca|S P SH EH D AE F T AE
sprzedawczyk|S P SH EH D AE F T IH0 K
sprzedawczyni|S P SH EH D AE F T IH0 N IY0 IY
sprzedać|S P SH EH D AE T
sprzedaż|S P SH EH D AE SH
sprzeniewierzanie|S P SH EH N IY0 EH V Y EH AE N IY0 EH
sprzeniewierzać|S P SH EH N IY0 EH V Y EH AE T
sprzeniewierzenie|S P SH EH N IY0 EH V Y EH EH N IY0 EH
sprzeniewierzyć|S P SH EH N IY0 EH V Y EH IH0 T
sprzyjać|S P SH IH0 Y AE T
sprzymierzać|S P SH IH0 M Y EH AE T
sprzymierzeniec|S P SH IH0 M Y EH EH N IY0 EH T
sprzymierzyć|S P SH IH0 M Y EH IH0 T
sprzysiężenie|S P SH IH0 SH EH W EH N IY0 EH
sprząc|S P SH AO N T
sprzączka|S P SH AO N T K AE
sprzągla|S P SH AO NG G L AE
sprzągł|S P SH AO NG G W
sprzągłem|S P SH AO NG G W EH M
sprzągłeś|S P SH AO NG G W EH SH
sprząta|S P SH AO N T AE
sprzątacz|S P SH AO N T AE T
sprzątaczka|S P SH AO N T AE T K AE
sprzątające|S P SH AO N T AE Y AO N T EH
sprzątający|S P SH AO N T AE Y AO N T IH0
sprzątanie|S P SH AO N T AE N IY0 EH
sprzątać|S P SH AO N T AE T
sprzątnij|S P SH AO N T N IY0 IY Y
sprzątnięcie|S P SH AO N T N IY0 EH N IY0 T EH
sprzątnąć|S P SH AO N T N AO N IY0 T
sprząż|S P SH AO W SH
sprzęg|S P SH EH NG K
sprzęgać|S P SH EH NG G AE T
sprzęgieł|S P SH EH NG G Y EH W
sprzęgle|S P SH EH NG G L EH
sprzęgli|S P SH EH NG G L IY
sprzęgą|S P SH EH NG G AO W
sprzęgę|S P SH EH NG G EH
sprzęgła|S P SH EH NG G W AE
sprzęgło|S P SH EH NG G W AO
sprzęgły|S P SH EH NG G W IH0
sprzęt|S P SH EH N T
sprzęże|S P SH EH W EH
sprzężenie|S P SH EH W EH N IY0 EH
spróbowanie|S P RRR UW B AO V AE N IY0 EH
spróbować|S P RRR UW B AO V AE T
spróbuj|S P RRR UW B UW Y
spróbuje|S P RRR UW B UW Y EH
spróbujemy|S P RRR UW B UW Y EH M IH0
spróbujmy|S P RRR UW B UW Y M IH0
spróbuję|S P RRR UW B UW Y EH
spróchnieć|S P RRR UW HH N IY0 EH T
sprężanie|S P RRR EH W AE N IY0 EH
sprężać|S P RRR EH W AE T
sprężyca|S P RRR EH W IH0 T AE
sprężyna|S P RRR EH W IH0 N AE
sprężystość|S P RRR EH W IH0 S T AO SH T
sprężysty|S P RRR EH W IH0 S T IH0
sprężyć|S P RRR EH W IH0 T
spsocenie|S P S AO T EH N IY0 EH
spsocić|S P S AO T IY T
spucha|S P UW HH AE
spuchniecie|S P UW HH N IY0 EH T EH
spuchnięcie|S P UW HH N IY0 EH N IY0 T EH
spuchnięty|S P UW HH N IY0 EH N T IH0
spudłować|S P UW D W AO V AE T
spust|S P UW S T
spustem|S P UW S T EH M
spustoszeć|S P UW S T AO SH EH T
spustoszyć|S P UW S T AO SH IH0 T
spustu|S P UW S T UW
spuszczać|S P UW SH T AE T
spuście|S P UW SH T EH
spuścizna|S P UW SH T IY Z N AE
spuścić|S P UW SH T IY T
spuść|S P UW SH T
spych|S P IH0 HH
spychacz|S P IH0 HH AE T
spychaj|S P IH0 HH AE Y
spychak|S P IH0 HH AE K
spychanie|S P IH0 HH AE N IY0 EH
spycharka|S P IH0 HH AE RRR K AE
spychać|S P IH0 HH AE T
spychał|S P IH0 HH AE W
spychała|S P IH0 HH AE W AE
spyta|S P IH0 T AE
spytaj|S P IH0 T AE Y
spytam|S P IH0 T AE M
spytać|S P IH0 T AE T
spód|S P UW T
spódnica|S P UW D N IY0 IY T AE
spódniczka|S P UW D N IY0 IY T K AE
spój|S P UW Y
spójka|S P UW Y K AE
spójnia|S P UW Y N IY0 AE
spójnie|S P UW Y N IY0 EH
spójnik|S P UW Y N IY0 IY K
spójność|S P UW Y N AO SH T
spójny|S P UW Y N IH0
spójrz|S P UW Y SH
spójrzcie|S P UW Y SH T EH
spólny|S P UW L N IH0
spór|S P UW RRR
spółdziałać|S P UW W D AE W AE T
spółdzielnia|S P UW W D EH L N IY0 AE
spółgłoska|S P UW W G W AO S K AE
spółgłoskowy|S P UW W G W AO S K AO V IH0
spółka|S P UW W K AE
spółkować|S P UW W K AO V AE T
spóźnialski|S P UW ZH N IY0 AE L S K IY
spóźniać|S P UW ZH N IY0 AE T
spóźnienie|S P UW ZH N IY0 EH N IY0 EH
spóźniony|S P UW ZH N IY0 AO N IH0
spóźnić|S P UW ZH N IY0 IY T
spąg|S P AO NG K
spągi|S P AO NG G IY
spągiem|S P AO NG G Y EH M
spągom|S P AO NG G AO M
spągowi|S P AO NG G AO V IY
spągu|S P AO NG G UW
spągów|S P AO NG G UW F
spęcznieć|S P EH N T N IY0 EH T
spęd|S P EH N T
spędach|S P EH N D AE HH
spędami|S P EH N D AE M IY
spędem|S P EH N D EH M
spędom|S P EH N D AO M
spędowi|S P EH N D AO V IY
spędu|S P EH N D UW
spędy|S P EH N D IH0
spędzać|S P EH N D AE T
spędzie|S P EH N IY0 D EH
spędzić|S P EH N IY0 D IY T
spędziłem|S P EH N IY0 D IY W EH M
spędów|S P EH N D UW F
spędź|S P EH N IY0 T
spękać|S P EH NG K AE T
spęta|S P EH N T AE
spętać|S P EH N T AE T
spłaca|S P W AE T AE
spłacać|S P W AE T AE T
spłachetek|S P W AE HH EH T EH K
spłacheć|S P W AE HH EH T
spłacie|S P W AE T EH
spłacić|S P W AE T IY T
spłaszczać|S P W AE SH T AE T
spłaszczyć|S P W AE SH T IH0 T
spłat|S P W AE T
spłata|S P W AE T AE
spłatam|S P W AE T AE M
spłatać|S P W AE T AE T
spłaty|S P W AE T IH0
spłatą|S P W AE T AO W
spłatę|S P W AE T EH
spław|S P W AE F
spławianie|S P W AE V Y AE N IY0 EH
spławiać|S P W AE V Y AE T
spławiec|S P W AE V Y EH T
spławienie|S P W AE V Y EH N IY0 EH
spławik|S P W AE V IY K
spławić|S P W AE V IY T
spłonka|S P W AO NG K AE
spłonąć|S P W AO N AO N IY0 T
spłosz|S P W AO SH
spłoszyć|S P W AO SH IH0 T
spłowieć|S P W AO V Y EH T
spłoń|S P W AO N IY0
spłucz|S P W UW T
spłucze|S P W UW T EH
spłuczka|S P W UW T K AE
spłuczą|S P W UW T AO W
spłuczę|S P W UW T EH
spłukany|S P W UW K AE N IH0
spłukać|S P W UW K AE T
spłukiwać|S P W UW K IY V AE T
spłycać|S P W IH0 T AE T
spłycieć|S P W IH0 T EH T
spłycić|S P W IH0 T IY T
spłynąć|S P W IH0 N AO N IY0 T
spływ|S P W IH0 F
spływa|S P W IH0 V AE
spływaj|S P W IH0 V AE Y
spływać|S P W IH0 V AE T
spłyń|S P W IH0 N IY0
squash|S K W AO SH
squat|S K W AE T
sra|S RRR AE
srace|S RRR AE T EH
sracie|S RRR AE T EH
sracz|S RRR AE T
sraczka|S RRR AE T K AE
sraj|S RRR AE Y
srajcie|S RRR AE Y T EH
srajmy|S RRR AE Y M IH0
srajtaśma|S RRR AE Y T AE SH M AE
srają|S RRR AE Y AO W
srając|S RRR AE Y AO N T
srająca|S RRR AE Y AO N T AE
srające|S RRR AE Y AO N T EH
srający|S RRR AE Y AO N T IH0
sraka|S RRR AE K AE
sraki|S RRR AE K IY
srako|S RRR AE K AO
sraką|S RRR AE K AO W
srakę|S RRR AE K EH
srali|S RRR AE L IY
sraliby|S RRR AE L IY B IH0
sram|S RRR AE M
sramy|S RRR AE M IH0
srana|S RRR AE N AE
srane|S RRR AE N EH
srani|S RRR AE N IY0 IY
sranie|S RRR AE N IY0 EH
srano|S RRR AE N AO
srany|S RRR AE N IH0
sraną|S RRR AE N AO W
srasz|S RRR AE SH
srać|S RRR AE T
srał|S RRR AE W
srała|S RRR AE W AE
srałaby|S RRR AE W AE B IH0
srałabym|S RRR AE W AE B IH0 M
srałabyś|S RRR AE W AE B IH0 SH
srałam|S RRR AE W AE M
srałaś|S RRR AE W AE SH
srałby|S RRR AE W B IH0
srałbym|S RRR AE W B IH0 M
srałbyś|S RRR AE W B IH0 SH
srałem|S RRR AE W EH M
srałeś|S RRR AE W EH SH
srało|S RRR AE W AO
srałoby|S RRR AE W AO B IH0
srały|S RRR AE W IH0
srałyby|S RRR AE W IH0 B IH0
sreberko|S RRR EH B EH RRR K AO
srebra|S RRR EH B RRR AE
srebrem|S RRR EH B RRR EH M
srebrna|S RRR EH B RRR N AE
srebrnawy|S RRR EH B RRR N AE V IH0
srebrne|S RRR EH B RRR N EH
srebrnego|S RRR EH B RRR N EH G AO
srebrnej|S RRR EH B RRR N EH Y
srebrnemu|S RRR EH B RRR N EH M UW
srebrni|S RRR EH B RRR N IY0 IY
srebrnooki|S RRR EH B RRR N AO AO K IY
srebrny|S RRR EH B RRR N IH0
srebrnych|S RRR EH B RRR N IH0 HH
srebrnym|S RRR EH B RRR N IH0 M
srebrnymi|S RRR EH B RRR N IH0 M IY
srebrną|S RRR EH B RRR N AO W
srebro|S RRR EH B RRR AO
srebru|S RRR EH B RRR UW
srebrze|S RRR EH B EH
srebrzysty|S RRR EH B IH0 S T IH0
srebrzyć|S RRR EH B IH0 T
sroce|S RRR AO T EH
srocza|S RRR AO T AE
srocze|S RRR AO T EH
sroczego|S RRR AO T EH G AO
sroczej|S RRR AO T EH Y
sroczemu|S RRR AO T EH M UW
sroczka|S RRR AO T K AE
sroczy|S RRR AO T IH0
sroczych|S RRR AO T IH0 HH
sroczym|S RRR AO T IH0 M
sroczymi|S RRR AO T IH0 M IY
sroczyński|S RRR AO T IH0 N IY0 S K IY
sroczą|S RRR AO T AO W
srodze|S RRR AO D EH
srodzy|S RRR AO D IH0
sroga|S RRR AO G AE
srogi|S RRR AO G IY
srogich|S RRR AO G IY HH
srogie|S RRR AO G Y EH
srogiego|S RRR AO G Y EH G AO
srogiej|S RRR AO G Y EH Y
srogiemu|S RRR AO G Y EH M UW
srogim|S RRR AO G IY M
srogimi|S RRR AO G IY M IY
srogo|S RRR AO G AO
srogosz|S RRR AO G AO SH
srogoń|S RRR AO G AO N IY0
srogość|S RRR AO G AO SH T
srogą|S RRR AO G AO W
srok|S RRR AO K
sroka|S RRR AO K AE
srokach|S RRR AO K AE HH
srokaci|S RRR AO K AE T IY
srokami|S RRR AO K AE M IY
srokata|S RRR AO K AE T AE
srokate|S RRR AO K AE T EH
srokatego|S RRR AO K AE T EH G AO
srokatej|S RRR AO K AE T EH Y
srokatemu|S RRR AO K AE T EH M UW
srokaty|S RRR AO K AE T IH0
srokatych|S RRR AO K AE T IH0 HH
srokatym|S RRR AO K AE T IH0 M
srokatymi|S RRR AO K AE T IH0 M IY
srokatą|S RRR AO K AE T AO W
sroki|S RRR AO K IY
sroko|S RRR AO K AO
srokom|S RRR AO K AO M
sroką|S RRR AO K AO W
srokę|S RRR AO K EH
srom|S RRR AO M
sromota|S RRR AO M AO T AE
sromotniejszy|S RRR AO M AO T N IY0 EH Y SH IH0
sromotnik|S RRR AO M AO T N IY0 IY K
sromotny|S RRR AO M AO T N IH0
sromowy|S RRR AO M AO V IH0
srożyć|S RRR AO IH0 T
ssak|S S AE K
ssaka|S S AE K AE
ssaki|S S AE K IY
ssanie|S S AE N IY0 EH
ssać|S S AE T
ssij|SH SH IY Y
ssą|S S AO W
ssę|S S EH
stabilizować|S T AE B IY L IY Z AO V AE T
stabilni|S T AE B IY L N IY0 IY
stabilnie|S T AE B IY L N IY0 EH
stabilność|S T AE B IY L N AO SH T
stabilny|S T AE B IY L N IH0
stabrawa|S T AE B RRR AE V AE
staccato|S T AE K K AE T AO
stacewicz|S T AE T EH V IY T
stach|S T AE HH
stachera|S T AE HH EH RRR AE
stachewicz|S T AE HH EH V IY T
stachiewicz|S T AE HH Y EH V IY T
stachniewicz|S T AE HH N IY0 EH V IY T
stachnik|S T AE HH N IY0 IY K
stachowiak|S T AE HH AO V Y AE K
stachowicz|S T AE HH AO V IY T
stachoń|S T AE HH AO N IY0
stachulec|S T AE HH UW L EH T
stachura|S T AE HH UW RRR AE
stachyra|S T AE HH IH0 RRR AE
staciwa|S T AE T IY V AE
stacja|S T AE T Y AE
stacjonować|S T AE T Y AO N AO V AE T
stackiewicz|S T AE T K Y EH V IY T
stacyjka|S T AE T IH0 Y K AE
staczanie|S T AE T AE N IY0 EH
staczać|S T AE T AE T
stad|S T AE T
stada|S T AE D AE
stadach|S T AE D AE HH
stadami|S T AE D AE M IY
stadem|S T AE D EH M
stadeł|S T AE D EH W
stadia|S T AE D Y AE
stadion|S T AE D Y AO N
stadium|S T AE D Y UW M
stadnie|S T AE D N IY0 EH
stadnina|S T AE D N IY0 IY N AE
stadny|S T AE D N IH0
stado|S T AE D AO
stadom|S T AE D AO M
stadu|S T AE D UW
stadzie|S T AE D EH
stadło|S T AE D W AO
stagnacja|S T AE G N AE T Y AE
stai|S T AE IY
staj|S T AE Y
staja|S T AE Y AE
stajach|S T AE Y AE HH
stajami|S T AE Y AE M IY
stajać|S T AE Y AE T
staje|S T AE Y EH
stajem|S T AE Y EH M
stajer|S T AE Y EH RRR
stajnia|S T AE Y N IY0 AE
stajo|S T AE Y AO
stajom|S T AE Y AO M
stajszczak|S T AE Y SH T AE K
stajszczyk|S T AE Y SH T IH0 K
staju|S T AE Y UW
stają|S T AE Y AO W
staję|S T AE Y EH
stal|S T AE L
stalagmit|S T AE L AE G M IY T
stalaktyt|S T AE L AE K T IH0 T
stale|S T AE L EH
stalec|S T AE L EH T
stali|S T AE L IY
staliby|S T AE L IY B IH0
stalin|S T AE L IY N
stalinista|S T AE L IY N IY0 IY S T AE
stalinistka|S T AE L IY N IY0 IY S T K AE
stalinizacja|S T AE L IY N IY0 IY Z AE T Y AE
stalinizm|S T AE L IY N IY0 IY Z M
stalinowiec|S T AE L IY N AO V Y EH T
stalinowski|S T AE L IY N AO F S K IY
staliś|S T AE L IY SH
stalowy|S T AE L AO V IH0
stalugwa|S T AE L UW G V AE
stalówka|S T AE L UW F K AE
stalą|S T AE L AO W
stalęga|S T AE L EH NG G AE
stamtąd|S T AE M T AO N T
stan|S T AE N
stanach|S T AE N AE HH
stanami|S T AE N AE M IY
stancel|S T AE N T EH L
stancja|S T AE N T Y AE
stanczykiewicz|S T AE N T IH0 K Y EH V IY T
standard|S T AE N D AE RRR T
standardowy|S T AE N D AE RRR D AO V IH0
standardu|S T AE N D AE RRR D UW
standardzie|S T AE N D AE RRR D EH
standaryzacja|S T AE N D AE RRR IH0 Z AE T Y AE
stanek|S T AE N EH K
stanem|S T AE N EH M
stangret|S T AE NG G RRR EH T
stanie|S T AE N IY0 EH
staniec|S T AE N IY0 EH T
staniecie|S T AE N IY0 EH T EH
staniek|S T AE N IY0 EH K
stanielewicz|S T AE N IY0 EH L EH V IY T
staniemy|S T AE N IY0 EH M IH0
stanienda|S T AE N IY0 EH N D AE
staniesz|S T AE N IY0 EH SH
staniewicz|S T AE N IY0 EH V IY T
stanieć|S T AE N IY0 EH T
stanik|S T AE N IY0 IY K
stanilewicz|S T AE N IY0 IY L EH V IY T
stanio|S T AE N IY0 AO
stanioch|S T AE N IY0 AO HH
stanios|S T AE N IY0 AO S
staniszkis|S T AE N IY0 IY SH K IY S
stanisław|S T AE N IY0 IY S W AE F
stanisława|S T AE N IY0 IY S W AE V AE
stanisławek|S T AE N IY0 IY S W AE V EH K
stanisławiak|S T AE N IY0 IY S W AE V Y AE K
stanisławska|S T AE N IY0 IY S W AE F S K AE
stanisławski|S T AE N IY0 IY S W AE F S K IY
staniucha|S T AE N IY0 UW HH AE
staniukiewicz|S T AE N IY0 UW K Y EH V IY T
staniul|S T AE N IY0 UW L
stanięcie|S T AE N IY0 EH N IY0 T EH
stankiewicz|S T AE NG K Y EH V IY T
stankowicz|S T AE NG K AO V IY T
stanny|S T AE N N IH0
stano|S T AE N AO
stanoch|S T AE N AO HH
stanom|S T AE N AO M
stanowczo|S T AE N AO F T AO
stanowczość|S T AE N AO F T AO SH T
stanowczy|S T AE N AO F T IH0
stanowi|S T AE N AO V IY
stanowiska|S T AE N AO V IY S K AE
stanowisko|S T AE N AO V IY S K AO
stanowić|S T AE N AO V IY T
stanu|S T AE N UW
stanuch|S T AE N UW HH
stanula|S T AE N UW L AE
stanulewicz|S T AE N UW L EH V IY T
stany|S T AE N IH0
stanów|S T AE N UW F
staną|S T AE N AO W
stanąć|S T AE N AO N IY0 T
stanął|S T AE N AO W
stanę|S T AE N EH
stanęli|S T AE N EH L IY
stanęła|S T AE N EH W AE
stanęło|S T AE N EH W AO
stanęły|S T AE N EH W IH0
stapianie|S T AE P Y AE N IY0 EH
stapiano|S T AE P Y AE N AO
stapiać|S T AE P Y AE T
stara|S T AE RRR AE
starachowice|S T AE RRR AE HH AO V IY T EH
staracie|S T AE RRR AE T EH
staraj|S T AE RRR AE Y
starają|S T AE RRR AE Y AO W
starając|S T AE RRR AE Y AO N T
starający|S T AE RRR AE Y AO N T IH0
starali|S T AE RRR AE L IY
staram|S T AE RRR AE M
staramy|S T AE RRR AE M IH0
staranie|S T AE RRR AE N IY0 EH
staranna|S T AE RRR AE N N AE
staranne|S T AE RRR AE N N EH
staranni|S T AE RRR AE N N IY0 IY
starannie|S T AE RRR AE N N IY0 EH
staranność|S T AE RRR AE N N AO SH T
staranny|S T AE RRR AE N N IH0
staranną|S T AE RRR AE N N AO W
starano|S T AE RRR AE N AO
staranować|S T AE RRR AE N AO V AE T
starasz|S T AE RRR AE SH
starać|S T AE RRR AE T
starał|S T AE RRR AE W
starała|S T AE RRR AE W AE
starałam|S T AE RRR AE W AE M
starałaś|S T AE RRR AE W AE SH
starałem|S T AE RRR AE W EH M
starałeś|S T AE RRR AE W EH SH
starało|S T AE RRR AE W AO
starały|S T AE RRR AE W IH0
starań|S T AE RRR AE N IY0
starca|S T AE RRR T AE
starcach|S T AE RRR T AE HH
starcami|S T AE RRR T AE M IY
starce|S T AE RRR T EH
starcem|S T AE RRR T EH M
starci|S T AE RRR T IY
starcie|S T AE RRR T EH
starcom|S T AE RRR T AO M
starcowi|S T AE RRR T AO V IY
starcu|S T AE RRR T UW
starcy|S T AE RRR T IH0
starcza|S T AE RRR T AE
starczan|S T AE RRR T AE N
starczać|S T AE RRR T AE T
starcze|S T AE RRR T EH
starczego|S T AE RRR T EH G AO
starczej|S T AE RRR T EH Y
starczemu|S T AE RRR T EH M UW
starczowzroczność|S T AE RRR T AO V Z RRR AO T N AO SH T
starczowzroczny|S T AE RRR T AO V Z RRR AO T N IH0
starczy|S T AE RRR T IH0
starczych|S T AE RRR T IH0 HH
starczym|S T AE RRR T IH0 M
starczymi|S T AE RRR T IH0 M IY
starczyć|S T AE RRR T IH0 T
starczą|S T AE RRR T AO W
starczę|S T AE RRR T EH
starców|S T AE RRR T UW F
stare|S T AE RRR EH
starecki|S T AE RRR EH T K IY
starego|S T AE RRR EH G AO
starej|S T AE RRR EH Y
staremu|S T AE RRR EH M UW
stargana|S T AE RRR G AE N AE
