'ayé|'ajé
ìpele|ìk͡pele
ìpilẹ̀ṣẹ̀|ìk͡pilɛ̀ʃɛ̀
ìpinnu|ìk͡pĩnu
ìpinyà|ìk͡pĩjà
ìpohùnréré|ìk͡pohùnréré
ìpolongo|ìk͡polonɡo
ìpolówó|ìk͡polówó
ìpàdé|ìk͡pàdé
ìpàgọ́|ìk͡pàɡɔ́
ìpànìyàn|ìk͡pànìjàn
ìpààrọ̀|ìk͡pààrɔ̀
ìpàṣẹ|ìk͡pàʃɛ
ìpáàrà|ìk͡páàrà
ìpè|ìk͡pè
ìpèníjà|ìk͡pèníd͡ʒà
ìpèsè|ìk͡pèsè
ìpéjọ|ìk͡péd͡ʒɔ
ìpéjọpọ̀|ìk͡péd͡ʒɔk͡pɔ̀
ìpìlẹ̀|ìk͡pìlɛ̀
ìpín|ìk͡pín
ìpínlẹ̀|ìk͡pínlɛ̀
ìpòrúru|ìk͡pòrúru
ìpòùngbẹ|ìk͡pòùnɡ͡bɛ
ìpẹja|ìk͡pɛd͡ʒa
ìpẹ̀kun|ìk͡pɛ̀kũ
ìpẹ́|ìk͡pɛ́
ìpọnmi|ìk͡pɔ̃mi
ìpọntí|ìk͡pɔ̃tí
ìpọ̀sí|ìk͡pɔ̀sí
ìpọ́njú|ìk͡pɔ́nd͡ʒú
ìpọ́nni|ìk͡pɔ́nni
ìran|ìran
ìrandíran|ìrandíran
ìre|ìre
ìrora|ìrora
ìrun|ìrũ
ìrunú|ìrũú
ìrànlọ́wọ́|ìrànlɔ́wɔ́
ìrànrán|ìrànrán
ìrànwọ́|ìrànwɔ́
ìràpadà|ìràk͡padà
ìràwọ̀|ìràwɔ̀
ìrántí|ìrántí
ìránṣẹ́|ìránʃɛ́
ìránṣẹ́bìnrin|ìránʃɛ́bìnrĩ
ìránṣẹ́kùnrin|ìránʃɛ́kùnrĩ
ìrè|ìrè
ìrèké|ìrèké
ìrèmọ̀jé|ìrèmɔ̀d͡ʒé
ìrèmọ̀jẹ́|ìrèmɔ̀d͡ʒɛ́
ìrèti|ìrèti
ìrètí|ìrètí
ìré|ìré
ìréde|ìréde
ìrékọjá|ìrékɔd͡ʒá
ìrémọjẹ|ìrémɔd͡ʒɛ
ìrépé|ìrék͡pé
ìrì|ìrì
ìrìbọmi|ìrìbɔmi
ìrìn|ìrìn
ìrìnàjò|ìrìnàd͡ʒò
ìrí|ìrí
ìríjú|ìríd͡ʒú
ìrínisí|ìrínisí
ìríra|ìríra
ìríran|ìríran
ìríran’|ìríran’
ìrírí|ìrírí
ìrísí|ìrísí
ìrò|ìrò
ìròbìnújẹ́|ìròbìnúd͡ʒɛ́
ìrònú|ìrònú
ìrònúpìwàdà|ìrònúk͡pìwàdà
ìròyìn|ìròjìn
ìró|ìró
ìrù|ìrù
ìrú|ìrú
ìrúbọ|ìrúbɔ
ìrúfin|ìrúfĩ
ìrúkèrúdò|ìrúkèrúdò
ìrẹsì|ìrɛsì
ìrẹ̀|ìrɛ̀
ìrẹ̀dànù|ìrɛ̀dànù
ìrẹ̀l|ìrɛ̀l
ìrẹ̀lẹ̀|ìrɛ̀lɛ̀
ìrẹ̀lẹ́|ìrɛ̀lɛ́
ìrẹ̀sílẹ̀|ìrɛ̀sílɛ̀
ìrẹ̀tẹ̀|ìrɛ̀tɛ̀
ìrẹ̀wẹ̀sì|ìrɛ̀wɛ̀sì
ìrẹ́jẹ|ìrɛ́d͡ʒɛ
ìrẹ́pọ̀|ìrɛ́k͡pɔ̀
ìrẹ́pọ̀ọ́dùn|ìrɛ́k͡pɔ̀ɔ́dùn
ìrọbí|ìrɔbí
ìrọ̀lẹ́|ìrɔ̀lɛ́
ìrọ̀rí|ìrɔ̀rí
ìrọ̀rùn|ìrɔ̀rùn
ìrọ́kẹ̀kẹ̀|ìrɔ́kɛ̀kɛ̀
ìsanwó|ìsanwó
ìsimi|ìsimi
ìsin|ìsĩ
ìsinmi|ìsĩmi
ìsinsin|ìsĩsĩ
ìso|ìso
ìsokùn|ìsokùn
ìsolù|ìsolù
ìsopọ̀|ìsok͡pɔ̀
ìsun|ìsũ
ìsunjáde|ìsũd͡ʒáde
ìsàlè|ìsàlè
ìsàlẹ̀|ìsàlɛ̀
ìsádi|ìsádi
ìsáǹsá|ìsáǹsá
ìsèkúsè|ìsèkúsè
ìsìlàmíyà|ìsìlàmíjà
ìsìlámù|ìsìlámù
ìsìn|ìsìn
ìsìnkú|ìsìnkú
ìsìnrú|ìsìnrú
ìsìnyín|ìsìnjín
ìsínwín|ìsínwín
ìsíyìín|ìsíjìín
ìsẹ̀yín|ìsɛ̀jín
ìsẹ́ra|ìsɛ́ra
ìsẹ́yìn|ìsɛ́jìn
ìsọ|ìsɔ
ìsọdahoro|ìsɔdahoro
ìsọdimímọ́|ìsɔdimímɔ́
ìsọdá|ìsɔdá
ìsọdọmọ|ìsɔdɔmɔ
ìsọdọ̀tun|ìsɔdɔ̀tũ
ìsọkúsọ|ìsɔkúsɔ
ìsọlẹ́nu|ìsɔlɛ́nu
ìsọnidààyè|ìsɔ̃idààjè
ìsọtẹ́lẹ̀|ìsɔtɛ́lɛ̀
ìsọ̀kan|ìsɔ̀kan
ìsọ̀rí|ìsɔ̀rí
ìsọ̀rọ̀|ìsɔ̀rɔ̀
ìta|ìta
ìtafà|ìtafà
ìtajà|ìtad͡ʒà
ìtakò|ìtakò
ìtakùrọ̀sọ|ìtakùrɔ̀sɔ
ìtan|ìtan
ìtanù|ìtanù
ìtara|ìtara
ìtasórí|ìtasórí
ìtayọ|ìtajɔ
ìtaṣe|ìtaʃe
ìtulẹ̀|ìtulɛ̀
ìtumọ̀|ìtumɔ̀
ìtura|ìtura
ìtàgé|ìtàɡé
ìtàjẹ̀|ìtàd͡ʒɛ̀
ìtàn|ìtàn
ìtànjẹ|ìtànd͡ʒɛ
ìtànná|ìtànná
ìtànṣán|ìtànʃán
ìtàsẹ́|ìtàsɛ́
ìtán|ìtán
ìtánràn|ìtánràn
ìtì|ìtì
ìtìjú|ìtìd͡ʒú
ìtìlẹ̀|ìtìlɛ̀
ìtìsẹ̀|ìtìsɛ̀
ìtí|ìtí
ìtòsí|ìtòsí
ìtójú|ìtód͡ʒú
ìtùnú|ìtùnú
ìtújáde|ìtúd͡ʒáde
ìtúmọ̀|ìtúmɔ̀
ìtúsílẹ̀|ìtúsílɛ̀
ìtẹnumọ́|ìtɛ̃umɔ́
ìtẹríba|ìtɛríba
ìtẹ̀bọmi|ìtɛ̀bɔmi
ìtẹ̀bọ̀|ìtɛ̀bɔ̀
ìtẹ̀lẹ̀|ìtɛ̀lɛ̀
ìtẹ̀mọ́lẹ̀|ìtɛ̀mɔ́lɛ̀
ìtẹ̀síwájú|ìtɛ̀síwád͡ʒú
ìtẹ̀wọ̀n|ìtɛ̀wɔ̀n
ìtẹ́|ìtɛ́
ìtẹ́lọ́rùn|ìtɛ́lɔ́rùn
ìtẹ́wọ́gbà|ìtɛ́wɔ́ɡ͡bà
ìtọrẹ|ìtɔrɛ
ìtọ̀|ìtɔ̀
ìtọ́|ìtɔ́
ìtọ́jú|ìtɔ́d͡ʒú
ìtọ́kọ̀|ìtɔ́kɔ̀
ìtọ́ni|ìtɔ́ni
ìtọ́sọ́nà|ìtɔ́sɔ́nà
ìwo|ìwo
ìwà|ìwà
ìwàkiwà|ìwàkiwà
ìwàláàyè|ìwàláàjè
ìwàlọlá|ìwàlɔlá
ìwàyáàjà|ìwàjáàd͡ʒà
ìwàásù|ìwàásù
ìwádi|ìwádi
ìwádìí|ìwádìí
ìwárìrì|ìwárìrì
ìwásẹ̀|ìwásɛ̀
ìwé|ìwé
ìwée|ìwée
ìwò|ìwò
ìwòsàn|ìwòsàn
ìwòyí|ìwòjí
ìwúkàrà|ìwúkàrà
ìwúrì|ìwúrì
ìwúrí|ìwúrí
ìwúwo|ìwúwo
ìwẹ̀|ìwɛ̀
ìwẹ̀fà|ìwɛ̀fà
ìwẹ̀nù|ìwɛ̀nù
ìwẹ̀nùmọ́|ìwɛ̀nùmɔ́
ìwọ|ìwɔ
ìwọdò|ìwɔdò
ìwọra|ìwɔra
ìwọ̀|ìwɔ̀
ìwọ̀fà|ìwɔ̀fà
ìwọ̀n|ìwɔ̀n
ìwọ̀nba|ìwɔ̀nba
ìwọ̀ntúnwọ̀nsì|ìwɔ̀ntúnwɔ̀nsì
ìwọ̀nyí|ìwɔ̀njí
ìwọ̀sí|ìwɔ̀sí
ìwọ̀ǹba|ìwɔ̀ǹba
ìwọ́|ìwɔ́
ìwọ́jọpọ̀|ìwɔ́d͡ʒɔk͡pɔ̀
ìya|ìja
ìyakọ|ìjakɔ
ìyanu|ìjanu
ìyanu’|ìjanu’
ìyanṣẹ́lódì|ìjanʃɛ́lódì
ìyapa|ìjak͡pa
ìyekan|ìjekan
ìyekàn|ìjekàn
ìyà|ìjà
ìyàlẹ́nu|ìjàlɛ́nu
ìyàn|ìjàn
ìyànfẹ́|ìjànfɛ́
ìyàngbò|ìjànɡ͡bò
ìyàngbẹ|ìjànɡ͡bɛ
ìyànjú|ìjànd͡ʒú
ìyànà|ìjànà
ìyàsímímọ́|ìjàsímímɔ́
ìyàsọ́tọ̀|ìjàsɔ́tɔ̀
ìyàtọ̀|ìjàtɔ̀
ìyàwó|ìjàwó
ìyàwóò|ìjàwóò
ìyá|ìjá
ìyábọ̀|ìjábɔ̀
ìyálé|ìjálé
ìyálẹ̀ta|ìjálɛ̀ta
ìyálọ́jà|ìjálɔ́d͡ʒà
ìyániẃurà|ìjániẃurà
ìyára|ìjára
ìyè|ìjè
ìyè’|ìjè’
ìyékan|ìjékan
ìyìn|ìjìn
ìyìnrere|ìjìnrere
ìyìnreretí|ìjìnreretí
ìyín|ìjín
ìyípadà|ìjík͡padà
ìyókù|ìjókù
ìyówù|ìjówù
ìyẹn|ìjɛ̃
ìyẹ̀fun|ìjɛ̀fũ
ìyẹ̀wù|ìjɛ̀wù
ìyẹ́|ìjɛ́
ìyẹ́ka|ìjɛ́ka
ìyọnu|ìjɔ̃u
ìyọrísí|ìjɔrísí
ìyọ̀ǹda|ìjɔ̀ǹda
ìyọ́nú|ìjɔ́nú
ìyọṣùtì|ìjɔʃùtì
ìṕinlẹ̀|ìk͡ṕĩlɛ̀
ìṣasùn|ìʃasùn
ìṣe|ìʃe
ìṣeféfé|ìʃeféfé
ìṣekúṣe|ìʃekúʃe
ìṣeré|ìʃeré
ìṣesí|ìʃesí
ìṣeun|ìʃeũ
ìṣeyèméjì|ìʃejèméd͡ʒì
ìṣirò|ìʃirò
ìṣiwèrè|ìʃiwèrè
ìṣoore|ìʃoore
ìṣoṣó|ìʃoʃó
ìṣubú|ìʃubú
ìṣàfihàn|ìʃàfihàn
ìṣàkóso|ìʃàkóso
ìṣàn|ìʃàn
ìṣàyẹ̀wò|ìʃàjɛ̀wò
ìṣáájú|ìʃáád͡ʒú
ìṣáájú’|ìʃáád͡ʒú’
ìṣègùn|ìʃèɡùn
ìṣèjọba|ìʃèd͡ʒɔba
ìṣèkúṣè|ìʃèkúʃè
ìṣìnà|ìʃìnà
ìṣíkọ̀|ìʃíkɔ̀
ìṣínípò|ìʃíník͡pò
ìṣípa|ìʃík͡pa
ìṣípayá|ìʃík͡pajá
ìṣípá|ìʃík͡pá
ìṣípò|ìʃík͡pò
ìṣísẹ̀|ìʃísɛ̀
ìṣíwájú|ìʃíwád͡ʒú
ìṣòdodo|ìʃòdodo
ìṣòfo|ìʃòfo
ìṣògo|ìʃòɡo
ìṣòro|ìʃòro
ìṣòtítọ́|ìʃòtítɔ́
ìṣòwò|ìʃòwò
ìṣó|ìʃó
ìṣù|ìʃù
ìṣúdudu|ìʃúdudu
ìṣúra|ìʃúra
ìṣẹri|ìʃɛri
ìṣẹ̀dá|ìʃɛ̀dá
ìṣẹ̀fẹ̀|ìʃɛ̀fɛ̀
ìṣẹ̀lẹ̀|ìʃɛ̀lɛ̀
ìṣẹ̀yìn|ìʃɛ̀jìn
ìṣẹ̀yín|ìʃɛ̀jín
ìṣẹ́|ìʃɛ́
ìṣẹ́gun|ìʃɛ́ɡũ
ìṣẹ́jú|ìʃɛ́d͡ʒú
ìṣẹ́pẹ́|ìʃɛ́k͡pɛ́
ìṣẹ́ri|ìʃɛ́ri
ìṣẹ́tí|ìʃɛ́tí
ìṣọ̀|ìʃɔ̀
ìṣọ̀fọ̀|ìʃɔ̀fɔ̀
ìṣọ̀kan|ìʃɔ̀kan
ìṣọ̀rọ̀|ìʃɔ̀rɔ̀
ìṣọ̀tá|ìʃɔ̀tá
ìṣọ̀tẹ̀|ìʃɔ̀tɛ̀
ìṣọ́|ìʃɔ́
ìṣọ́ra|ìʃɔ́ra
í|í
ín|ín
ín’|ín’
ísírẹ́lì|ísírɛ́lì
ò|ò
òbu|òbu
òbí|òbí
òbírí|òbírí
òbúkọ|òbúkɔ
òdaràn|òdaràn
òde|òde
òdo|òdo
òdodo|òdodo
òdì|òdì
òdìkejì|òdìked͡ʒì
òdòdó|òdòdó
òfin|òfĩ
òfinràn|òfĩràn
òfo|òfo
òfurufú|òfurufú
òfì|òfì
òfìfo|òfìfo
òfò|òfò
òfófó|òfófó
òfúrufú|òfúrufú
ògboyà|òɡ͡bojà
ògbufọ̀|òɡ͡bufɔ̀
ògbójú|òɡ͡bód͡ʒú
ògbólógbòó|òɡ͡bólóɡ͡bòó
ògbóǹtarìgì|òɡ͡bóǹtarìɡì
ògiri|òɡiri
ògo|òɡo
ògèdèǹgbé|òɡèdèǹɡ͡bé
ògì|òɡì
ògùn|òɡùn
ògùsọ̀|òɡùsɔ̀
ògùṣọ̀|òɡùʃɔ̀
ògún|òɡún
ògúndípẹ̀|òɡúndík͡pɛ̀
ògúnlàjà|òɡúnlàd͡ʒà
ògúnlájà|òɡúnlád͡ʒà
ògúnlèsì|òɡúnlèsì
ògúnlésì|òɡúnlésì
ògúntádé|òɡúntádé
òhun|òhũ
òhún|òhún
òjijì|òd͡ʒid͡ʒì
òjo|òd͡ʒo
òjìji|òd͡ʒìd͡ʒi
òjìá|òd͡ʒìá
òjíṣẹ́|òd͡ʒíʃɛ́
òjò|òd͡ʒò
òjòwú|òd͡ʒòwú
òjó|òd͡ʒó
òku|òku
òkun|òkũ
òkun’|òkũ’
òkuta|òkuta
òkè|òkè
òkèfúnwa|òkèfúnwa
òkèfúnwá|òkèfúnwá
òkèjọbí|òkèd͡ʒɔbí
òkèlè|òkèlè
òkèrè|òkèrè
òkèèrè|òkèèrè
òkédìjí|òkédìd͡ʒí
òkìkí|òkìkí
òkìtì|òkìtì
òkìtìpupa|òkìtìk͡puk͡pa
òkò|òkò
òkòtò|òkòtò
òkòtó|òkòtó
òkùnkùn|òkùnkùn
òkú|òkú
òkúndùn|òkúndùn
òkúta|òkúta
òkúta’|òkúta’
òkúàti|òkúàti
òmìnira|òmìnira
òmìnira’|òmìnira’
òmíràn|òmíràn
òmùgọ̀|òmùɡɔ̀
òmùwẹ̀|òmùwɛ̀
òn|òn
òní|òní
òpin|òk͡pĩ
òpè|òk͡pè
òpó|òk͡pó
òpópó|òk͡pók͡pó
òpópónà|òk͡pók͡pónà
òpùrọ́|òk͡pùrɔ́
òpẹ́bí|òk͡pɛ́bí
òru|òru
òrìsà|òrìsà
òrìṣa|òrìʃa
òrìṣà|òrìʃà
òrìṣàkórìṣà|òrìʃàkórìʃà
òrí|òrí
òróró|òróró
òróǹró|òróǹró
òrùka|òrùka
òrùlé|òrùlé
òrùngbẹ|òrùnɡ͡bɛ
òsì|òsì
òsùwọ̀n|òsùwɔ̀n
òtítọ́|òtítɔ́
òtòṣì|òtòʃì
òtútù|òtútù
òun|òũ
òun’|òũ’
òwe|òwe
òwìwí|òwìwí
òwò|òwò
òwú|òwú
òwúrọ|òwúrɔ
òwúrọ̀|òwúrɔ̀
òye|òje
òyì|òjì
òyìnbó|òjìnbó
òògbé|òòɡ͡bé
òògùn|òòɡùn
òòjọ́|òòd͡ʒɔ́
òòkùn|òòkùn
òòlù|òòlù
òòrùn|òòrùn
òòyà|òòjà
òòṣà|òòʃà
òógùn|òóɡùn
òórùn|òórùn
òótọ́|òótɔ́
òùngbẹ|òùnɡ͡bɛ
òún|òún
òǹdè|òǹdè
òǹdó|òǹdó
òǹgbẹ|òǹɡ͡bɛ
òǹkà|òǹkà
òǹkọ̀wé|òǹkɔ̀wé
òǹrorò|òǹrorò
òṣogbo|òʃoɡ͡bo
òṣèlù|òʃèlù
òṣèlú|òʃèlú
òṣèrè|òʃèrè
òṣìṣé|òʃìʃé
òṣìṣẹ́|òʃìʃɛ́
òṣónú|òʃónú
òṣùbà|òʃùbà
òṣùmàrè|òʃùmàrè
òṣùpá|òʃùk͡pá
òṣùwọ̀n|òʃùwɔ̀n
òṣùṣú|òʃùʃú
ó|ó
óníkìsì|óníkìsì
óákù|óákù
óò|óò
óúnjẹ|óúnd͡ʒɛ
ó’|ó’
ó”|ó”
ù|ù
ú|ú
ún|ún
ún’|ún’
ĺọ́wọ́|ĺɔ́wɔ́
ń|ń
ńi|ńi
ńkọ́|ńkɔ́
ńlá|ńlá
ǹ|ǹ
ǹjẹ́|ǹd͡ʒɛ́
ǹkan|ǹkan
̀|̀
̀bi|̀bi
̀bùn|̀bùn
̀bẹ̀|̀bɛ̀
̀dá|̀dá
̀dógún|̀dóɡún
̀dọ̀|̀dɔ̀
̀dọ́mọdé|̀dɔ́mɔdé
̀dọ́mọkùnrin|̀dɔ́mɔkùnrĩ
̀fẹ́|̀fɛ́
̀gbin|̀ɡ͡bĩ
̀gbà|̀ɡ͡bà
̀gbìn|̀ɡ͡bìn
̀gbẹ̀gbẹ́|̀ɡ͡bɛ̀ɡ͡bɛ́
̀gbẹ́|̀ɡ͡bɛ́
̀gbọ́n|̀ɡ͡bɔ́n
̀gàn|̀ɡàn
̀gá|̀ɡá
̀gún|̀ɡún
̀gọ|̀ɡɔ
̀jẹ̀|̀d͡ʒɛ̀
̀jẹ́|̀d͡ʒɛ́
̀ka|̀ka
̀kalẹ̀|̀kalɛ̀
̀kan|̀kan
̀kankan|̀kankan
̀kejì|̀ked͡ʒì
̀kínní|̀kínní
̀kún|̀kún
̀kúnrẹ́rẹ́|̀kúnrɛ́rɛ́
̀kúnwọ́|̀kúnwɔ́
̀kẹ́|̀kɛ́
̀kọ̀|̀kɔ̀
̀kọ́|̀kɔ́
̀la|̀la
̀lé|̀lé
̀mí|̀mí
̀m’egbò|̀m’eɡ͡bò
̀nà|̀nà
̀pá|̀k͡pá
̀pọ̀|̀k͡pɔ̀
̀pọ̀lọpọ̀|̀k͡pɔ̀lɔk͡pɔ̀
̀pọ̀tọ́|̀k͡pɔ̀tɔ́
̀run|̀rũ
̀ràn|̀ràn
̀rá|̀rá
̀rí|̀rí
̀rín|̀rín
̀rù|̀rù
̀rùn|̀rùn
̀rún|̀rún
̀rẹ̀|̀rɛ̀
̀rẹ̀kẹ́|̀rɛ̀kɛ́
̀rẹ́|̀rɛ́
̀rọ̀|̀rɔ̀
̀san|̀san
̀sán|̀sán
̀sìn|̀sìn
̀sílẹ̀|̀sílɛ̀
̀sùn|̀sùn
̀tàn|̀tàn
̀tá|̀tá
̀tún|̀tún
̀tẹ̀|̀tɛ̀
̀tọ́|̀tɔ́
̀wé|̀wé
̀wù|̀wù
̀wẹ̀sì|̀wɛ̀sì
̀wọ̀|̀wɔ̀
̀wọ̀n|̀wɔ̀n
̀wọ́|̀wɔ́
̀wọ́n|̀wɔ́n
̀yin|̀jĩ
̀yà|̀jà
̀yìn|̀jìn
̀yín|̀jín
̀ṣẹ̀|̀ʃɛ̀
̀ṣẹ̀’|̀ʃɛ̀’
̀ṣọ́|̀ʃɔ́
̀’|̀’
́|́
́bi|́bi
́dógún|́dóɡún
́dún|́dún
́dọ|́dɔ
́dọ̀|́dɔ̀
́dọọdún|́dɔɔdún
́fín|́fín
́fẹ̀ẹ́|́fɛ̀ɛ́
́gbẹ́|́ɡ͡bɛ́
́gán|́ɡán
́gí|́ɡí
́hùn|́hùn
́jà|́d͡ʒà
́jọ́|́d͡ʒɔ́
́kankán|́kankán
́kàn|́kàn
́la|́la
́lá|́lá
́lẹ̀|́lɛ̀
́lọ́|́lɔ́
́n|́n
́nà|́nà
́pè|́k͡pè
́pópó|́k͡pók͡pó
́pọ̀|́k͡pɔ̀
́run|́rũ
́rìn|́rìn
́rùn|́rùn
́rẹ|́rɛ
́rẹ́|́rɛ́
́sọ́|́sɔ́
́tọ̀|́tɔ̀
́un|́ũ
́wálé|́wálé
́wọ|́wɔ
́wọ̀ọ̀wọ́|́wɔ̀ɔ̀wɔ́
́wọ́|́wɔ́
́ṣewà|́ʃewà
́ṣọ̀ọ́|́ʃɔ̀ɔ́
́ọ́|́ɔ́
̣sùgbọ́n|̣sùɡ͡bɔ́n
̣ìkókó|̣ìkókó
ṣ'ekú|ʃ'ekú
ṣa|ʃa
ṣaddai|ʃaddai
ṣadraki|ʃadraki
ṣadé|ʃadé
ṣafani|ʃafani
ṣafati|ʃafati
ṣagbe|ʃaɡ͡be
ṣagbára|ʃaɡ͡bára
ṣage|ʃaɡe
ṣaharaimu|ʃaharaimu
ṣahasuma|ʃahasuma
ṣaka|ʃaka
ṣakaṣaka|ʃakaʃaka
ṣakitiyan|ʃakitijan
ṣalali|ʃalali
ṣaleketi|ʃaleketi
ṣallumu|ʃallumu
ṣalluni|ʃallũi
ṣaláìní|ʃaláìní
ṣaláìsí|ʃaláìsí
ṣaléwá|ʃaléwá
ṣamma|ʃamma
ṣammai|ʃammai
ṣammua|ʃammua
ṣamotu|ʃamotu
ṣamọ̀nà|ʃamɔ̀nà
ṣan|ʃan
ṣaraimi|ʃaraimi
ṣaroni|ʃaroni
ṣayọ̀|ʃajɔ̀
ṣaápọn|ʃaák͡pɔ̃
ṣe|ʃe
ṣealitieli|ʃealitieli
ṣeani|ʃeani
ṣeba|ʃeba
ṣebaniah|ʃebaniah
ṣebeoni|ʃebeoni
ṣebna|ʃebna
ṣedeuri|ʃedeuri
ṣee|ʃee
ṣeferi|ʃeferi
ṣefoni|ʃefoni
ṣekaniah|ʃekaniah
ṣekemu|ʃekemu
ṣekí|ʃekí
ṣekú|ʃekú
ṣela|ʃela
ṣelemiah|ʃelemiah
ṣeliṣi|ʃeliʃi
ṣelomiti|ʃelomiti
ṣelomoti|ʃelomoti
ṣelumieli|ʃelumieli
ṣema|ʃema
ṣemaiah|ʃemaiah
ṣemeṣi|ʃemeʃi
ṣemida|ʃemida
ṣemu|ʃemu
ṣemí|ʃemí
ṣerebiah|ʃerebiah
ṣeré|ʃeré
ṣerépá|ʃerék͡pá
ṣetán|ʃetán
ṣetán’|ʃetán’
ṣeun|ʃeũ
ṣeé|ʃeé
ṣeéṣe|ʃeéʃe
ṣeṣai|ʃeʃai
ṣeṣaki|ʃeʃaki
ṣeṣani|ʃeʃani
ṣe’|ʃe’
ṣe’pò|ʃe’k͡pò
ṣiba|ʃiba
ṣihori|ʃihori
ṣilhimu|ʃilhimu
ṣilo|ʃilo
ṣimea|ʃimea
ṣimei|ʃimei
ṣimroni|ʃimroni
ṣimṣai|ʃimʃai
ṣinari|ʃĩari
ṣinṣin|ʃĩʃĩ
ṣiré|ʃiré
ṣisẹ́|ʃisɛ́
ṣittimu|ʃittimu
ṣiyèméjì|ʃijèméd͡ʒì
ṣiṣaki|ʃiʃaki
ṣiṣé|ʃiʃé
ṣiṣẹ̀|ʃiʃɛ̀
ṣiṣẹ́|ʃiʃɛ́
ṣo|ʃo
ṣoa|ʃoa
ṣobabu|ʃobabu
ṣobali|ʃobali
ṣogo|ʃoɡo
ṣojú|ʃod͡ʒú
ṣoko|ʃoko
ṣokùnfà|ʃokùnfà
ṣoo|ʃoo
ṣoore|ʃoore
ṣorí|ʃorí
ṣowọ́pọ̀|ʃowɔ́k͡pɔ̀
ṣoò|ʃoò
ṣoṣo|ʃoʃo
ṣu|ʃu
ṣua|ʃua
ṣubaeli|ʃubaeli
ṣubú|ʃubú
ṣubúọlá|ʃubúɔlá
ṣubúọ́lá|ʃubúɔ́lá
ṣufamu|ʃufamu
ṣuhi|ʃuhi
ṣumati|ʃumati
ṣunemu|ʃũemu
ṣuni|ʃũi
ṣuppimu|ʃuk͡pk͡pimu
ṣuri|ʃuri
ṣurieli|ʃurieli
ṣutelahi|ʃutelahi
ṣà|ʃà
ṣàbòsí|ʃàbòsí
ṣàdúà|ʃàdúà
ṣàfẹ́rí|ʃàfɛ́rí
ṣàjèjì|ʃàd͡ʒèd͡ʒì
ṣàjọ|ʃàd͡ʒɔ
ṣàkàṣàkà|ʃàkàʃàkà
ṣàkì|ʃàkì
ṣàkíyèsí|ʃàkíjèsí
ṣàkóso|ʃàkóso
ṣàlàyé|ʃàlàjé
ṣàn|ʃàn
ṣàngó|ʃànɡó
ṣàníyàn|ʃàníjàn
ṣàpèjú|ʃàk͡pèd͡ʒú
ṣàpèjúwe|ʃàk͡pèd͡ʒúwe
ṣàpẹẹrẹ|ʃàk͡pɛɛrɛ
ṣàpọ́n|ʃàk͡pɔ́n
ṣàròyé|ʃàròjé
ṣàtìpó|ʃàtìk͡pó
ṣàwàdà|ʃàwàdà
ṣàwárí|ʃàwárí
ṣàánú|ʃàánú
ṣàárẹ̀|ʃàárɛ̀
ṣàì|ʃàì
ṣàìbọ̀wọ̀|ʃàìbɔ̀wɔ̀
ṣàìgbé|ʃàìɡ͡bé
ṣàìjẹ|ʃàìd͡ʒɛ
ṣàìjẹ́rìí|ʃàìd͡ʒɛ́rìí
ṣàìmá|ʃàìmá
ṣàìrán|ʃàìrán
ṣàìsàn|ʃàìsàn
ṣàìṣẹ|ʃàìʃɛ
ṣàǹfààní|ʃàǹfààní
ṣá|ʃá
ṣágo|ʃáɡo
ṣáko|ʃáko
ṣákì|ʃákì
ṣáláńgá|ʃáláńɡá
ṣán|ʃán
ṣánlẹ̀|ʃánlɛ̀
ṣánṣán|ʃánʃán
ṣátá|ʃátá
ṣáájú|ʃáád͡ʒú
ṣáátá|ʃáátá
ṣáṣá|ʃáʃá
ṣè|ʃè
ṣèbà|ʃèbà
ṣègbé|ʃèɡ͡bé
ṣèké|ʃèké
ṣèlérí|ʃèlérí
ṣèrànwọ́|ʃèrànwɔ́
ṣèrántí|ʃèrántí
ṣètò|ʃètò
ṣètùtù|ʃètùtù
ṣèèṣì|ʃèèʃì
ṣèṣe|ʃèʃe
ṣèṣì|ʃèʃì
ṣèṣẹ̀|ʃèʃɛ̀
ṣè’jọ̀gbọ̀n|ʃè’d͡ʒɔ̀ɡ͡bɔ̀n
ṣé|ʃé
ṣékélì|ʃékélì
ṣépè|ʃék͡pè
ṣì|ʃì
ṣìkẹ́|ʃìkɛ́
ṣìnà|ʃìnà
ṣìná|ʃìná
ṣìpẹ̀|ʃìk͡pɛ̀
ṣí|ʃí
ṣíbí|ʃíbí
ṣídìí|ʃídìí
ṣígun|ʃíɡũ
ṣíkọ̀|ʃíkɔ̀
ṣílẹ̀kùn|ʃílɛ̀kùn
ṣípáyà|ʃík͡pájà
ṣírò|ʃírò
ṣís̀e|ʃís̀e
ṣísẹ̀|ʃísɛ̀
ṣíwọ́|ʃíwɔ́
ṣíṣe|ʃíʃe
ṣíṣàn|ʃíʃàn
ṣíṣí|ʃíʃí
ṣíṣògo|ʃíʃòɡo
ṣíṣẹ́|ʃíʃɛ́
ṣíṣọ́|ʃíʃɔ́
ṣòfin|ʃòfĩ
ṣòfò|ʃòfò
ṣòfófó|ʃòfófó
ṣògo|ʃòɡo
ṣòkòto|ʃòkòto
ṣòkòtò|ʃòkòtò
ṣòro|ʃòro
ṣòwò|ʃòwò
ṣófo|ʃófo
ṣókí|ʃókí
ṣókùnkùn|ʃókùnkùn
