ሀ|hə
ደግ|dəɡ
ደግመው|dəɡɨməw
ደግሙ|dəɡɨmu
ደግም|dəɡɨm
ደግሞ|dəɡɨmo
ደግፈ|dəɡɨfə
ደግፈው|dəɡɨfəw
ደግፉ|dəɡɨfu
ደግፉት|dəɡɨfut
ደግፋ|dəɡɨfa
ደግፍ|dəɡɨf
ደግፎ|dəɡɨfo
ደጐል|dəɡʷel
ደጐሙ|dəɡʷemu
ደፈረ|dəfərə
ደፈረው|dəfərəw
ደፈሩ|dəfəru
ደፈራት|dəfərat
ደፈር|dəfər
ደፈጣ|dəfətʼa
ደፋ|dəfa
ደፍ|dəf
ደፍረው|dəfɨrəw
ደፍራ|dəfɨra
ደፍር|dəfɨr
ደፍሮ|dəfɨro
ደፍኖ|dəfɨno
ዱ|du
ዱላ|dula
ዱላው|dulaw
ዱም|dum
ዱሪ|duri
ዱር|dur
ዱስ|dus
ዱቄት|dukʼet
ዱባ|duba
ዱባይ|dubaj
ዱቤ|dube
ዱብ|dub
ዱታል|dutal
ዱት|dut
ዱኛ|duɲa
ዱአ|duə
ዱከም|dukəm
ዱካ|duka
ዲ|di
ዲህ|dih
ዲሊት|dilit
ዲላ|dila
ዲማ|dima
ዲሞክራ|dimokɨra
ዲሞክራሲ|dimokɨrasi
ዲሞክራሲያ|dimokɨrasija
ዲሞክራሲያዊ|dimokɨrasijawi
ዲሞክራቲክ|dimokɨratik
ዲሲ|disi
ዲሲፒሊ|disipili
ዲሲፕሊኑ|disipɨlinu
ዲሲፕሊን|disipɨlin
ዲስ|dis
ዲስትሪክቱ|disɨtɨrikɨtu
ዲስኩራቸው|disɨkurat͡ʃəw
ዲስፒሊን|disɨpilin
ዲስፕሊን|disɨpɨlin
ዲሽ|diʃ
ዲቅ|dikʼ
ዲቪ|divi
ዲቪዚዮን|divizijon
ዲኑ|dinu
ዲን|din
ዲንባስኮ|dinɨbasɨko
ዲንግ|dinɨɡ
ዲኬቲ|diketi
ዲዛይኑ|dizajɨnu
ዲዛይን|dizajɨn
ዲያ|dija
ዲያን|dijan
ዲዮ|dijo
ዲዳ|dida
ዲዳት|didat
ዲዴት|didet
ዲጂ|did͡ʒi
ዲግሪ|diɡɨri
ዲፌን|difen
ዲፓርትመን|diparɨtɨmən
ዲፕሎማሲ|dipɨlomasi
ዲፕሎማቱ|dipɨlomatu
ዲፕሎማቲክ|dipɨlomatik
ዲፕሎማት|dipɨlomat
ዲፕሎማቶ|dipɨlomato
ዲፕሎማቶቹ|dipɨlomatot͡ʃu
ዲፕሎማቶች|dipɨlomatot͡ʃ
ዳ|da
ዳህላክ|dahɨlak
ዳለን|dalən
ዳሉ|dalu
ዳላስ|dalas
ዳሌ|dale
ዳል|dal
ዳልግሊሽ|dalɨɡɨliʃ
ዳመና|daməna
ዳማ|dama
ዳም|dam
ዳረ|darə
ዳረገ|darəɡə
ዳረጉ|darəɡu
ዳረጉት|darəɡut
ዳረጋቸው|darəɡat͡ʃəw
ዳረግ|darəɡ
ዳሩ|daru
ዳሪ|dari
ዳሬሰላም|daresəlam
ዳሬክተሩ|darekɨtəru
ዳር|dar
ዳርገዋል|darɨɡəwal
ዳርገው|darɨɡəw
ዳርጋ|darɨɡa
ዳርጓ|darɨɡʷa
ዳርጓል|darɨɡʷal
ዳሰሱ|dasəsu
ዳስስ|dasɨs
ዳሸን|daʃən
ዳሽን|daʃɨn
ዳበረ|dabərə
ዳበሩ|dabəru
ዳብሩ|dabɨru
ዳብር|dabɨr
ዳብሮ|dabɨro
ዳቦ|dabo
ዳቱ|datu
ዳታ|data
ዳት|dat
ዳቸው|dat͡ʃəw
ዳነች|danət͡ʃ
ዳን|dan
ዳንስ|danɨs
ዳንት|danɨt
ዳንኤል|danɨel
ዳንግላ|danɨɡɨla
ዳኘ|daɲə
ዳኘን|daɲən
ዳኘው|daɲəw
ዳኙ|daɲu
ዳኛ|daɲa
ዳኛቸው|daɲat͡ʃəw
ዳኛው|daɲaw
ዳኝ|daɲ
ዳኝነቱ|daɲɨnətu
ዳኝነት|daɲɨnət
ዳኞ|daɲo
ዳኞቹ|daɲot͡ʃu
ዳኞች|daɲot͡ʃ
ዳኤ|dae
ዳክ|dak
ዳክመው|dakɨməw
ዳዊት|dawit
ዳዋ|dawa
ዳይ|daj
ዳይሬ|dajɨre
ዳይሬክተሩ|dajɨrekɨtəru
ዳይሬክተር|dajɨrekɨtər
ዳይሬክት|dajɨrekɨt
ዳዮች|dajot͡ʃ
ዳደረ|dadərə
ዳደረው|dadərəw
ዳዲ|dadi
ዳዳ|dada
ዳዳው|dadaw
ዳግ|daɡ
ዳግመኛ|daɡɨməɲa
ዳግማዊ|daɡɨmawi
ዳግም|daɡɨm
ዳግት|daɡɨt
ዳጥ|datʼ
ዳፋ|dafa
ዳፕ|dap
ዴ|de
ዴል|del
ዴልፒ|delɨpi
ዴሞከራሲ|demokərasi
ዴሞክራ|demokɨra
ዴሞክራሲ|demokɨrasi
ዴሞክራሲያ|demokɨrasija
ዴሞክራሲያዊ|demokɨrasijawi
ዴሞክራቲክ|demokɨratik
ዴሪ|deri
ዴር|der
ዴሻ|deʃa
ዴቨሎፕመን|devəlopɨmən
ዴቪድ|devid
ዴታ|deta
ዴኒስ|denis
ዴን|den
ዴንማርካዊ|denɨmarɨkawi
ዴንማርክ|denɨmarɨk
ዴኤታ|deeta
ዴክ|dek
ዴይ|dej
ዴይሊ|dejɨli
ዴዴሳ|dedesa
ዴድ|ded
ዴፓ|depa
ዴፖ|depo
ድ|d
ድሀ|dɨhə
ድህረ|dɨhɨrə
ድህነቱ|dɨhɨnətu
ድህነታችን|dɨhɨnətat͡ʃɨn
ድህነት|dɨhɨnət
ድሆች|dɨhot͡ʃ
ድለላ|dɨləla
ድሉ|dɨlu
ድላችን|dɨlat͡ʃɨn
ድል|dɨl
ድልድዮች|dɨlɨdɨjot͡ʃ
ድሎች|dɨlot͡ʃ
ድመት|dɨmət
ድመቶች|dɨmətot͡ʃ
ድም|dɨm
ድምተኞቼ|dɨmɨtəɲot͡ʃe
ድምዳሜ|dɨmɨdame
ድምጸ|dɨmɨt͡sʼə
ድምጹ|dɨmɨt͡sʼu
ድምጻቸው|dɨmɨt͡sʼat͡ʃəw
ድምጻችን|dɨmɨt͡sʼat͡ʃɨn
ድምጻውያን|dɨmɨt͡sʼawɨjan
ድምጼ|dɨmɨt͡sʼe
ድምጽ|dɨmɨt͡sʼ
ድረስ|dɨrəs
ድረው|dɨrəw
ድሩ|dɨru
ድሩም|dɨrum
ድሪ|dɨri
ድሪባ|dɨriba
ድራማ|dɨrama
ድራማው|dɨramaw
ድራጋዶስ|dɨraɡados
ድሬ|dɨre
ድሬደዋ|dɨredəwa
ድሬዳዋ|dɨredawa
ድር|dɨr
ድርሻ|dɨrɨʃa
ድርሻቸው|dɨrɨʃat͡ʃəw
ድርሽ|dɨrɨʃ
ድርቅ|dɨrɨkʼ
ድርድሩ|dɨrɨdɨru
ድርድር|dɨrɨdɨr
ድርጅቱ|dɨrɨd͡ʒɨtu
ድርጅታቸው|dɨrɨd͡ʒɨtat͡ʃəw
ድርጅታችን|dɨrɨd͡ʒɨtat͡ʃɨn
ድርጅት|dɨrɨd͡ʒɨt
ድርጅቶቹ|dɨrɨd͡ʒɨtot͡ʃu
ድርጅቶች|dɨrɨd͡ʒɨtot͡ʃ
ድርጊቱ|dɨrɨɡitu
ድርጊት|dɨrɨɡit
ድርጊቶች|dɨrɨɡitot͡ʃ
ድሮ|dɨro
ድሮም|dɨrom
ድሮች|dɨrot͡ʃ
ድሮው|dɨrow
ድስ|dɨs
ድባሬ|dɨbare
ድብ|dɨb
ድብቅ|dɨbɨkʼ
ድብደባ|dɨbɨdəba
ድብደባው|dɨbɨdəbaw
ድኑ|dɨnu
ድና|dɨna
ድን|dɨn
ድንቅ|dɨnɨkʼ
ድንበሩ|dɨnɨbəru
ድንበራቸው|dɨnɨbərat͡ʃəw
ድንበራችን|dɨnɨbərat͡ʃɨn
ድንበር|dɨnɨbər
ድንበሮች|dɨnɨbərot͡ʃ
ድንቹ|dɨnɨt͡ʃu
ድንች|dɨnɨt͡ʃ
ድንኳን|dɨnɨkʷan
ድንገተኛ|dɨnɨɡətəɲa
ድንገት|dɨnɨɡət
ድንጋይ|dɨnɨɡaj
ድንጋጌ|dɨnɨɡaɡe
ድንጋጤ|dɨnɨɡatʼe
ድንፋታ|dɨnɨfata
ድኗት|dɨnwat
ድካም|dɨkam
ድክመት|dɨkɨmət
ድክመቶች|dɨkɨmətot͡ʃ
ድደው|dɨdəw
ድድ|dɨd
ድጋሚ|dɨɡami
ድጋፋቸው|dɨɡafat͡ʃəw
ድጋፍ|dɨɡaf
ድጋፎች|dɨɡafot͡ʃ
ድግ|dɨɡ
ድግስ|dɨɡɨs
ድግግሞሽ|dɨɡɨɡɨmoʃ
ድጐማ|dɨɡʷema
ድጡ|dɨtʼu
ድፍ|dɨf
ድፍረት|dɨfɨrət
ዶ|do
ዶላሩ|dolaru
ዶላር|dolar
ዶሎ|dolo
ዶሚኒጌዝ|dominiɡez
ዶማ|doma
ዶሜኒክ|domenik
ዶሪ|dori
ዶሪያን|dorijan
ዶር|dor
ዶርማ|dorɨma
ዶርትመንድ|dorɨtɨmənɨd
ዶርትሙንድ|dorɨtɨmunɨd
ዶሮ|doro
ዶች|dot͡ʃ
ዶናልድ|donalɨd
ዶኩመንቴሽን|dokumənɨteʃɨn
ዶካ|doka
ዶክመን|dokɨmən
ዶክሜንቱ|dokɨmenɨtu
ዶክሜንቴሽን|dokɨmenɨteʃɨn
ዶክተሩ|dokɨtəru
ዶክተር|dokɨtər
ዶክተሮች|dokɨtərot͡ʃ
ዶክትሬት|dokɨtɨret
ዶፒንግ|dopinɨɡ
ዷ|dʷa
ዷል|dʷal
ዷቸው|dʷat͡ʃəw
ጀ|d͡ʒə
ጀሌ|d͡ʒəle
ጀልባ|d͡ʒəlɨba
ጀልዱ|d͡ʒəlɨdu
ጀመረ|d͡ʒəmərə
ጀመረበት|d͡ʒəmərəbət
ጀመረች|d͡ʒəmərət͡ʃ
ጀመረችው|d͡ʒəmərət͡ʃɨw
ጀመረው|d͡ʒəmərəw
ጀመሩ|d͡ʒəməru
ጀመሩት|d͡ʒəmərut
ጀመራችሁ|d͡ʒəmərat͡ʃɨhu
ጀመር|d͡ʒəmər
ጀመርነው|d͡ʒəmərɨnəw
ጀመርኩ|d͡ʒəmərɨku
ጀሚል|d͡ʒəmil
ጀማሪ|d͡ʒəmari
ጀማነህ|d͡ʒəmanəh
ጀም|d͡ʒəm
ጀምረ|d͡ʒəmɨrə
ጀምረው|d͡ʒəmɨrəw
ጀምሩ|d͡ʒəmɨru
ጀምራ|d͡ʒəmɨra
ጀምራል|d͡ʒəmɨral
ጀምር|d͡ʒəmɨr
ጀምሮ|d͡ʒəmɨro
ጀምስ|d͡ʒəmɨs
ጀር|d͡ʒər
ጀርመኑ|d͡ʒərɨmənu
ጀርመናዊ|d͡ʒərɨmənawi
ጀርመን|d͡ʒərɨmən
ጀርባ|d͡ʒərɨba
ጀርባው|d͡ʒərɨbaw
ጀርባዬ|d͡ʒərɨbaje
ጀሮ|d͡ʒəro
ጀበርቴዎች|d͡ʒəbərɨtewot͡ʃ
ጀበና|d͡ʒəbəna
ጀብደኞች|d͡ʒəbɨdəɲot͡ʃ
ጀት|d͡ʒət
ጀቶቹ|d͡ʒətot͡ʃu
ጀቶች|d͡ʒətot͡ʃ
ጀኔራሎቹ|d͡ʒəneralot͡ʃu
ጀኔሬተር|d͡ʒəneretər
ጀን|d͡ʒən
ጀግና|d͡ʒəɡɨna
ጀግናው|d͡ʒəɡɨnaw
ጀግኖቹ|d͡ʒəɡɨnot͡ʃu
ጀግኖች|d͡ʒəɡɨnot͡ʃ
ጁ|d͡ʒu
ጁሀር|d͡ʒuhər
ጁል|d͡ʒul
ጁባ|d͡ʒuba
ጁቬ|d͡ʒuve
ጁቬንትስ|d͡ʒuvenɨtɨs
ጁነዲ|d͡ʒunədi
ጁኔይዲ|d͡ʒunejɨdi
ጁን|d͡ʒun
ጂ|d͡ʒi
ጂሚ|d͡ʒimi
ጂማ|d͡ʒima
ጂቡቲ|d͡ʒibuti
ጂን|d͡ʒin
ጂኦ|d͡ʒio
ጂኦሎጂ|d͡ʒiolod͡ʒi
ጂኦግራፊ|d͡ʒioɡɨrafi
ጂክ|d͡ʒik
ጂዛን|d͡ʒizan
ጂያ|d͡ʒija
ጂያን|d͡ʒijan
ጂዳ|d͡ʒida
ጂጂ|d͡ʒid͡ʒi
ጂጂጋ|d͡ʒid͡ʒiɡa
ጃ|d͡ʒa
ጃለሁ|d͡ʒaləhu
ጃሌ|d͡ʒale
ጃማይካ|d͡ʒamajɨka
ጃት|d͡ʒat
ጃቸው|d͡ʒat͡ʃəw
ጃኔ|d͡ʒane
ጃን|d͡ʒan
ጃንሆይ|d͡ʒanɨhoj
ጃኩሊን|d͡ʒakulin
ጃኬ|d͡ʒake
ጃክሮስ|d͡ʒakɨros
ጃክሰን|d͡ʒakɨsən
ጃጁ|d͡ʒad͡ʒu
ጃፓ|d͡ʒapa
ጃፓናዊ|d͡ʒapanawi
ጃፓን|d͡ʒapan
ጄ|d͡ʒe
ጄል|d͡ʒel
ጄምስ|d͡ʒemɨs
ጄት|d͡ʒet
ጄቶች|d͡ʒetot͡ʃ
ጄኒፈር|d͡ʒenifər
ጄኔራሉ|d͡ʒeneralu
ጄኔራል|d͡ʒeneral
ጄኔራሎች|d͡ʒeneralot͡ʃ
ጄኔቫ|d͡ʒeneva
ጄኔቭ|d͡ʒenev
ጄን|d͡ʒen
ጅ|d͡ʒ
ጅማ|d͡ʒɨma
ጅማሬ|d͡ʒɨmare
ጅማሮ|d͡ʒɨmaro
ጅማቶች|d͡ʒɨmatot͡ʃ
ጅምላ|d͡ʒɨmɨla
ጅምር|d͡ʒɨmɨr
ጅቡ|d͡ʒɨbu
ጅቡቲ|d͡ʒɨbuti
ጅብ|d͡ʒɨb
ጅዮ|d͡ʒɨjo
ጅዳ|d͡ʒɨda
ጅጅጋ|d͡ʒɨd͡ʒɨɡa
ጆ|d͡ʒo
ጆር|d͡ʒor
ጆርካይፍ|d͡ʒorɨkajɨf
ጆርኬይፍ|d͡ʒorɨkejɨf
ጆርዳን|d͡ʒorɨdan
ጆርጂያ|d͡ʒorɨd͡ʒija
ጆርጅ|d͡ʒorɨd͡ʒ
ጆርጊ|d͡ʒorɨɡi
ጆሮ|d͡ʒoro
ጆሮአቸው|d͡ʒoroət͡ʃəw
ጆሮአችን|d͡ʒoroət͡ʃɨn
ጆሮዋ|d͡ʒorowa
ጆሮው|d͡ʒorow
ጆሴፍ|d͡ʒosef
ጆቫኒ|d͡ʒovani
ጆተኒ|d͡ʒotəni
ጆቲድ|d͡ʒotid
ጆቹ|d͡ʒot͡ʃu
ጆች|d͡ʒot͡ʃ
ጆን|d͡ʒon
ጆንያ|d͡ʒonɨja
ጆዜፍ|d͡ʒozef
ጇ|d͡ʒʷa
ገ|ɡə
ገሀነም|ɡəhənəm
ገለ|ɡələ
ገለሉ|ɡələlu
ገለል|ɡələl
ገለልተኛ|ɡələlɨtəɲa
ገለልተኝነት|ɡələlɨtəɲɨnət
ገለቴ|ɡələte
ገለዋል|ɡələwal
ገለገሉ|ɡələɡəlu
ገለገል|ɡələɡəl
ገለግ|ɡələɡ
ገለግል|ɡələɡɨl
ገለጠ|ɡələtʼə
ገለጠች|ɡələtʼət͡ʃ
ገለጠው|ɡələtʼəw
ገለጡ|ɡələtʼu
ገለጡት|ɡələtʼut
ገለጣ|ɡələtʼa
ገለጥሁ|ɡələtʼɨhu
ገለጸ|ɡələt͡sʼə
ገለጸልን|ɡələt͡sʼəlɨn
ገለጸች|ɡələt͡sʼət͡ʃ
ገለጸው|ɡələt͡sʼəw
ገለጹ|ɡələt͡sʼu
ገለጹት|ɡələt͡sʼut
ገለጻ|ɡələt͡sʼa
ገለጻቸው|ɡələt͡sʼat͡ʃəw
ገለጽ|ɡələt͡sʼ
ገለጽኩ|ɡələt͡sʼɨku
ገሊላ|ɡəlila
ገላ|ɡəla
ገላለን|ɡəlalən
ገላመጣት|ɡəlamətʼat
ገላሳ|ɡəlasa
ገላበጡ|ɡəlabətʼu
ገላችን|ɡəlat͡ʃɨn
ገላጋይ|ɡəlaɡaj
ገልብጦ|ɡəlɨbɨtʼo
ገልጠዋል|ɡəlɨtʼəwal
ገልጠው|ɡəlɨtʼəw
ገልጧል|ɡəlɨtʼʷal
ገልጬ|ɡəlɨt͡ʃʼe
ገልጸ|ɡəlɨt͡sʼə
ገልጸዋል|ɡəlɨt͡sʼəwal
ገልጸው|ɡəlɨt͡sʼəw
ገልጹ|ɡəlɨt͡sʼu
ገልጻ|ɡəlɨt͡sʼa
ገልጻል|ɡəlɨt͡sʼal
ገልጽ|ɡəlɨt͡sʼ
ገልጾ|ɡəlɨt͡sʼo
ገልጾል|ɡəlɨt͡sʼol
ገልጿ|ɡəlɨt͡sʼʷa
ገሎ|ɡəlo
ገመተው|ɡəmətəw
ገመቱ|ɡəmətu
ገመት|ɡəmət
ገመና|ɡəməna
ገመዳ|ɡəməda
ገመገሙ|ɡəməɡəmu
ገመገም|ɡəməɡəm
ገመግም|ɡəməɡɨm
ገሚሱ|ɡəmisu
ገም|ɡəm
ገምተው|ɡəmɨtəw
ገምት|ɡəmɨt
ገምግመው|ɡəmɨɡɨməw
ገምግሞ|ɡəmɨɡɨmo
ገሞራ|ɡəmora
ገረ|ɡərə
ገረማቸው|ɡərəmat͡ʃəw
ገረው|ɡərəw
ገረዙ|ɡərəzu
ገረፈ|ɡərəfə
ገረፉ|ɡərəfu
ገረፍ|ɡərəf
ገሩ|ɡəru
ገሪማ|ɡərima
ገራሉ|ɡəralu
ገራፊ|ɡərafi
ገር|ɡər
ገርመን|ɡərɨmən
ገርመው|ɡərɨməw
ገርሙ|ɡərɨmu
ገርሞ|ɡərɨmo
ገርፈው|ɡərɨfəw
ገሰ|ɡəsə
ገሰሰ|ɡəsəsə
ገሰው|ɡəsəw
ገሰገሰ|ɡəsəɡəsə
ገስጸው|ɡəsɨt͡sʼəw
ገሸገሸው|ɡəʃəɡəʃəw
ገበረ|ɡəbərə
ገበሬ|ɡəbəre
ገበሬው|ɡəbərew
ገበሬዎች|ɡəbərewot͡ʃ
ገበታ|ɡəbəta
ገበዝ|ɡəbəz
ገበየሁ|ɡəbəjəhu
ገበያ|ɡəbəja
ገበያው|ɡəbəjaw
ገቡ|ɡəbu
ገቡበት|ɡəbubət
ገቡት|ɡəbut
ገቡና|ɡəbuna
ገቢ|ɡəbi
ገቢው|ɡəbiw
ገቢዎች|ɡəbiwot͡ʃ
ገቢያ|ɡəbija
ገባ|ɡəba
ገባሁ|ɡəbahu
ገባሁት|ɡəbahut
ገባም|ɡəbam
ገባበት|ɡəbabət
ገባት|ɡəbat
ገባቸው|ɡəbat͡ʃəw
ገባች|ɡəbat͡ʃ
ገባችሁ|ɡəbat͡ʃɨhu
ገባችበት|ɡəbat͡ʃɨbət
ገባኝ|ɡəbaɲ
ገባው|ɡəbaw
ገብ|ɡəb
ገብረ|ɡəbɨrə
ገብረመስቀል|ɡəbɨrəməsɨkʼəl
ገብረመድህን|ɡəbɨrəmədɨhɨn
ገብረስላሴ|ɡəbɨrəsɨlase
ገብረተንሳይ|ɡəbɨrətənɨsaj
ገብረአብ|ɡəbɨrəəb
ገብረክርስቶስ|ɡəbɨrəkɨrɨsɨtos
ገብረየሱስ|ɡəbɨrəjəsus
ገብሩ|ɡəbɨru
ገብር|ɡəbɨr
ገብርኤል|ɡəbɨrɨel
ገብተው|ɡəbɨtəw
ገብታ|ɡəbɨta
ገብቶ|ɡəbɨto
ገብቷል|ɡəbɨtʷal
ገብቷቸው|ɡəbɨtʷat͡ʃəw
ገብነት|ɡəbɨnət
ገብያ|ɡəbɨja
ገብጋባ|ɡəbɨɡaba
ገቦች|ɡəbot͡ʃ
ገታ|ɡəta
ገት|ɡət
ገትረ|ɡətɨrə
ገትረው|ɡətɨrəw
ገትር|ɡətɨr
ገነ|ɡənə
ገነቡ|ɡənəbu
ገነባ|ɡənəba
ገነባቸው|ɡənəbat͡ʃəw
ገነት|ɡənət
ገነነ|ɡənənə
ገነው|ɡənəw
ገነዘ|ɡənəzə
ገነዘበው|ɡənəzəbəw
ገነዘቡ|ɡənəzəbu
ገነዝብ|ɡənəzɨb
ገነጠል|ɡənətʼəl
ገነጥሉ|ɡənətʼɨlu
ገና|ɡəna
ገናል|ɡənal
ገናኘው|ɡənaɲəw
ገናኙ|ɡənaɲu
ገናኝ|ɡənaɲ
ገናዘበ|ɡənazəbə
ገናዧ|ɡənaʒʷa
ገን|ɡən
ገንቢ|ɡənɨbi
ገንባት|ɡənɨbat
ገንብ|ɡənɨb
ገንብተው|ɡənɨbɨtəw
ገንብቶ|ɡənɨbɨto
ገንብቷል|ɡənɨbɨtʷal
ገንቦ|ɡənɨbo
ገንዘቡ|ɡənɨzəbu
ገንዘባቸው|ɡənɨzəbat͡ʃəw
ገንዘባችን|ɡənɨzəbat͡ʃɨn
ገንዘቤ|ɡənɨzəbe
ገንዘብ|ɡənɨzəb
ገንዘቦች|ɡənɨzəbot͡ʃ
ገንዛ|ɡənɨza
ገንዝ|ɡənɨz
ገንዳ|ɡənɨda
ገንጠል|ɡənɨtʼəl
ገንጣይ|ɡənɨtʼaj
ገንጥላ|ɡənɨtʼɨla
ገንፎ|ɡənɨfo
ገኘ|ɡəɲə
ገኘው|ɡəɲəw
ገኙ|ɡəɲu
ገኛ|ɡəɲa
ገኛት|ɡəɲat
ገኝ|ɡəɲ
ገኝለት|ɡəɲɨlət
ገኝም|ɡəɲɨm
ገኝበት|ɡəɲɨbət
ገዋል|ɡəwal
ገዋኔ|ɡəwane
ገዘ|ɡəzə
ገዘቱ|ɡəzətu
ገዘፉ|ɡəzəfu
ገዙ|ɡəzu
ገዙት|ɡəzut
ገዙአቸው|ɡəzuət͡ʃəw
ገዛ|ɡəza
ገዛቸው|ɡəzat͡ʃəw
ገዛው|ɡəzaw
ገዛዛ|ɡəzaza
ገዝ|ɡəz
ገዝተው|ɡəzɨtəw
ገዝቶ|ɡəzɨto
ገዡ|ɡəʒu
ገዢ|ɡəʒi
ገዢው|ɡəʒiw
ገዢዎቻችን|ɡəʒiwot͡ʃat͡ʃɨn
ገዢዎች|ɡəʒiwot͡ʃ
ገዥ|ɡəʒ
ገዥው|ɡəʒɨw
ገዥዎቻችን|ɡəʒɨwot͡ʃat͡ʃɨn
ገዥዎች|ɡəʒɨwot͡ʃ
ገደ|ɡədə
ገደለ|ɡədələ
ገደለው|ɡədələw
ገደሉ|ɡədəlu
ገደሉት|ɡədəlut
ገደሉአቸው|ɡədəluət͡ʃəw
ገደላ|ɡədəla
ገደላቸው|ɡədəlat͡ʃəw
ገደል|ɡədəl
ገደሏቸው|ɡədəlʷat͡ʃəw
ገደማ|ɡədəma
ገደቡ|ɡədəbu
ገደብ|ɡədəb
ገደው|ɡədəw
ገደዱ|ɡədədu
ገደዳ|ɡədəda
ገደድ|ɡədəd
ገደፉ|ɡədəfu
ገዱ|ɡədu
ገዳ|ɡəda
ገዳሙ|ɡədamu
ገዳማት|ɡədamat
ገዳም|ɡədam
ገዳሪፍ|ɡədarif
ገዳይ|ɡədaj
ገዳዮቹ|ɡədajot͡ʃu
ገዳዮች|ɡədajot͡ʃ
ገዳዳ|ɡədada
ገድ|ɡəd
ገድለ|ɡədɨlə
ገድለዋል|ɡədɨləwal
ገድለው|ɡədɨləw
ገድላ|ɡədɨla
ገድል|ɡədɨl
ገድደኝ|ɡədɨdəɲ
ገድደው|ɡədɨdəw
ገድዳቸው|ɡədɨdat͡ʃəw
ገጀራ|ɡəd͡ʒəra
ገጃ|ɡəd͡ʒa
ገግም|ɡəɡɨm
ገጠ|ɡətʼə
ገጠመ|ɡətʼəmə
ገጠመው|ɡətʼəməw
ገጠሙት|ɡətʼəmut
ገጠማት|ɡətʼəmat
ገጠማቸው|ɡətʼəmat͡ʃəw
ገጠሟ|ɡətʼəmʷa
ገጠሩ|ɡətʼəru
ገጠር|ɡətʼər
ገጣሚ|ɡətʼami
ገጣት|ɡətʼat
ገጥመው|ɡətʼɨməw
ገጥማ|ɡətʼɨma
ገጥማቸው|ɡətʼɨmat͡ʃəw
ገጥም|ɡətʼɨm
ገጥሞ|ɡətʼɨmo
ገጥሟ|ɡətʼɨmʷa
ገጭቶ|ɡət͡ʃʼɨto
ገጯት|ɡət͡ʃʼʷat
ገጸ|ɡət͡sʼə
ገጹ|ɡət͡sʼu
ገጽ|ɡət͡sʼ
ገጽታ|ɡət͡sʼɨta
ገፈ|ɡəfə
ገፈው|ɡəfəw
ገፈፉ|ɡəfəfu
ገፉ|ɡəfu
ገፉበት|ɡəfubət
ገፉት|ɡəfut
ገፋ|ɡəfa
ገፋበት|ɡəfabət
ገፋፉ|ɡəfafu
ገፋፋ|ɡəfafa
ገፋፋቸው|ɡəfafat͡ʃəw
ገፋፍተ|ɡəfafɨtə
ገፍ|ɡəf
ገፍተው|ɡəfɨtəw
ጉ|ɡu
ጉሌት|ɡulet
ጉሌድ|ɡuled
ጉል|ɡul
ጉልህ|ɡulɨh
ጉልበታቸው|ɡulɨbətat͡ʃəw
ጉልበት|ɡulɨbət
ጉልቻ|ɡulɨt͡ʃa
ጉማ|ɡuma
ጉም|ɡum
ጉምሩክ|ɡumɨruk
ጉራ|ɡura
ጉራጌ|ɡuraɡe
ጉር|ɡur
ጉርብትና|ɡurɨbɨtɨna
ጉሮሮ|ɡuroro
ጉበኤ|ɡubəe
ጉባኤ|ɡubae
ጉባኤው|ɡubaew
ጉባኤዎቹ|ɡubaewot͡ʃu
ጉብኝቱ|ɡubɨɲɨtu
ጉብኝታቸው|ɡubɨɲɨtat͡ʃəw
ጉብኝት|ɡubɨɲɨt
ጉቦ|ɡubo
ጉት|ɡut
ጉቶ|ɡuto
ጉና|ɡuna
ጉን|ɡun
ጉንዳን|ɡunɨdan
ጉንጩ|ɡunɨt͡ʃʼu
ጉንጬ|ɡunɨt͡ʃʼe
ጉንጭ|ɡunɨt͡ʃʼ
ጉንጯ|ɡunɨt͡ʃʼʷa
ጉንፋን|ɡunɨfan
ጉዋቸው|ɡuwat͡ʃəw
ጉዞ|ɡuzo
ጉዞው|ɡuzow
ጉዟቸው|ɡuzʷat͡ʃəw
ጉዟችን|ɡuzʷat͡ʃɨn
ጉደር|ɡudər
ጉደታ|ɡudəta
ጉዱይ|ɡuduj
ጉዱዮች|ɡudujot͡ʃ
ጉዲ|ɡudi
ጉዳ|ɡuda
ጉዳተኞች|ɡudatəɲot͡ʃ
ጉዳቱ|ɡudatu
ጉዳት|ɡudat
ጉዳዩ|ɡudaju
ጉዳያቸው|ɡudajat͡ʃəw
ጉዳያችን|ɡudajat͡ʃɨn
ጉዳይ|ɡudaj
ጉዳዮች|ɡudajot͡ʃ
ጉድ|ɡud
ጉድለቶች|ɡudɨlətot͡ʃ
ጉድሩ|ɡudɨru
ጉድጓዱ|ɡudɨɡʷadu
ጉዶ|ɡudo
ጉጂ|ɡud͡ʒi
ጉጉ|ɡuɡu
ጉጉት|ɡuɡut
ጊ|ɡi
ጊሌ|ɡile
ጊል|ɡil
ጊር|ɡir
ጊቫርሽ|ɡivarɨʃ
ጊቭን|ɡivɨn
ጊታሪስቱ|ɡitarisɨtu
ጊኒ|ɡini
ጊዜ|ɡize
ጊዜው|ɡizew
ጊዜያት|ɡizejat
ጊዜያቶች|ɡizejatot͡ʃ
ጊዜያቸው|ɡizejat͡ʃəw
ጊዜያችን|ɡizejat͡ʃɨn
ጊዜያዊ|ɡizejawi
ጊያ|ɡija
