'ики'|'ikʰi'
энерги|ɛnJirɡi
энергийг|ɛnJirɡiːɡ
эннь|ɛnnʲ
энткгәс|ɛntʰkʰɡәs
энтн|ɛntʰn
энхийг|ɛnxiːɡ
энхрийлнэ|ɛnxriːɮnɛ
энхриймаа|ɛnxriːmaː
энхээ|ɛnxɛː
энэ|ɛnɛ
энэтхэгийг|ɛnɛtʰxɛɡiːɡ
энэтхэгчүүдийг|ɛnɛtʰxɛɡt͡ʃʰuːtiːɡ
энэхүү|ɛnɛxuː
энүг|ɛnuɡ
энүн|ɛnun
энүнә|ɛnunә
энүнәс|ɛnunәs
энүүхэн|ɛnuːxɛn
эприм|ɛpʰrim
эр|ɛr
эрв|ɛrw
эргийн|ɛrɡiːn
эргмдән|ɛrɡmtәn
эргнд|ɛrɡnt
эргндк|ɛrɡntkʰ
эргцд|ɛrɡt͡sʰt
эргэв|ɛrɡɛw
эргэж|ɛrɡɛt͡ʃ
эргэлдсээр|ɛrɡɛɮtsɛːr
эргэлдэж|ɛrɡɛɮtɛt͡ʃ
эргэлдэнэ|ɛrɡɛɮtɛnɛ
эргэлдүүлэн|ɛrɡɛɮtuːɮɛn
эргэлдүүлэх|ɛrɡɛɮtuːɮɛx
эргэлзсэн|ɛrɡɛɮt͡ssɛn
эргэлзсэнгүй|ɛrɡɛɮt͡ssɛnɡuj
эргэлзэж|ɛrɡɛɮt͡sɛt͡ʃ
эргэлзэлгүй|ɛrɡɛɮt͡sɛɮɡuj
эргэлзэх|ɛrɡɛɮt͡sɛx
эргэлзэхгүй|ɛrɡɛɮt͡sɛxɡuj
эргэлзээгүй|ɛrɡɛɮt͡sɛːɡuj
эргэлт|ɛrɡɛɮtʰ
эргэн|ɛrɡɛn
эргээд|ɛrɡɛːt
эргээр|ɛrɡɛːr
эргээрэй|ɛrɡɛːrɛj
эргээсээ|ɛrɡɛːsɛː
эргүлҗ|ɛrɡuɮҗ
эргүү|ɛrɡuː
эргүүлдэггүй|ɛrɡuːɮtɛɡɡuj
эргүүтээд|ɛrɡuːtʰɛːt
эргәд|ɛrɡәt
эрд|ɛrt
эрдэм|ɛrtɛm
эрдэмт|ɛrtɛmtʰ
эрдэмтдийн|ɛrtɛmtʰtiːn
эрдэмтдээс|ɛrtɛmtʰtɛːs
эрдэмтний|ɛrtɛmtʰniː
эрдэмтэд|ɛrtɛmtʰɛt
эрдэмтэн|ɛrtɛmtʰɛn
эрдэнийн|ɛrtɛniːn
эрдэнэ|ɛrtɛnɛ
эрдэнэс|ɛrtɛnɛs
эрдэнэтэд|ɛrtɛnɛtʰɛt
эрдэс|ɛrtɛs
эрж|ɛrt͡ʃ
эрийн|ɛriːn
эристрим|ɛristʰrim
эристримт|ɛristʰrimtʰ
эрк|ɛrkʰ
эркн|ɛrkʰn
эрлг|ɛrɮɡ
эрлгәс|ɛrɮɡәs
эрлийн|ɛrɮiːn
эрлһәр|ɛrɮһәr
эрмэлзэж|ɛrmɛɮt͡sɛt͡ʃ
эрмэлзэн|ɛrmɛɮt͡sɛn
эрс|ɛrs
эрсдэл|ɛrstɛɮ
эрсинь|ɛrsinʲ
эрсний|ɛrsniː
эрст|ɛrstʰ
эрстнь|ɛrstʰnʲ
эрсээр|ɛrsɛːr
эрт|ɛrtʰ
эртлэн|ɛrtʰɮɛn
эртнээс|ɛrtʰnɛːs
эртэй|ɛrtʰɛj
эрхгүй|ɛrxɡuj
эрхий|ɛrxiː
эрхийг|ɛrxiːɡ
эрхлэн|ɛrxɮɛn
эрхлүүлсэн|ɛrxɮuːɮsɛn
эрхтний|ɛrxtʰniː
эрхтэнд|ɛrxtʰɛnt
эрхэлж|ɛrxɛɮt͡ʃ
эрхэлсэн|ɛrxɛɮsɛn
эрхэм|ɛrxɛm
эрхэмлэвэл|ɛrxɛmɮɛwɛɮ
эрхэмлэдэг|ɛrxɛmɮɛtɛɡ
эрхэмлэн|ɛrxɛmɮɛn
эрхэмсэг|ɛrxɛmsɛɡ
эрхээр|ɛrxɛːr
эрчимжиж|ɛrt͡ʃʰimt͡ʃit͡ʃ
эрчтэй|ɛrt͡ʃʰtʰɛj
эрчүүд|ɛrt͡ʃʰuːt
эрчүүдийн|ɛrt͡ʃʰuːtiːn
эрчүүдийнхээр|ɛrt͡ʃʰuːtiːnxɛːr
эрэгзэдмаа|ɛrɛɡt͡sɛtmaː
эрэгт|ɛrɛɡtʰ
эрэгтэй|ɛrɛɡtʰɛj
эрэгтэйн|ɛrɛɡtʰɛjn
эрэгтэйчүүдийн|ɛrɛɡtʰɛjt͡ʃʰuːtiːn
эрэл|ɛrɛɮ
эрэлхийлсэн|ɛrɛɮxiːɮsɛn
эрэх|ɛrɛx
эрээд|ɛrɛːt
эрээн|ɛrɛːn
эрээнд|ɛrɛːnt
эрүл|ɛruɮ
эрүүгийн|ɛruːɡiːn
эрүүл|ɛruːɮ
эрәд|ɛrәt
эрәтә|ɛrәtʰә
эс|ɛs
эсвэл|ɛswɛɮ
эсгэн|ɛsɡɛn
эсий|ɛsiː
эсийн|ɛsiːn
эсрэг|ɛsrɛɡ
эсрэгээр|ɛsrɛɡɛːr
эстер|ɛstʰJir
эстериг|ɛstʰJiriɡ
эстерин|ɛstʰJirin
эстерт|ɛstʰJirtʰ
эсэргүү|ɛsɛrɡuː
эсэргүүцэж|ɛsɛrɡuːt͡sʰɛt͡ʃ
эсэргүүцэлтэй|ɛsɛrɡuːt͡sʰɛɮtʰɛj
эсэх|ɛsɛx
эсэхийг|ɛsɛxiːɡ
этгээдийн|ɛtʰɡɛːtiːn
этгээдэд|ɛtʰɡɛːtɛt
этгээдээс|ɛtʰɡɛːtɛːs
этүгэндээ|ɛtʰuɡɛntɛː
эфиопий|ɛfiɔpʰiː
эх|ɛx
эхдээ|ɛxtɛː
эхийн|ɛxiːn
эхийнхээ|ɛxiːnxɛː
эхлэв|ɛxɮɛw
эхлэл|ɛxɮɛɮ
эхлэн|ɛxɮɛn
эхлэхийг|ɛxɮɛxiːɡ
эхлэхэд|ɛxɮɛxɛt
эхлээд|ɛxɮɛːt
эхлүүлж|ɛxɮuːɮt͡ʃ
эхлүүлнэ|ɛxɮuːɮnɛ
эхлүүлсэн|ɛxɮuːɮsɛn
эхлүүлэх|ɛxɮuːɮɛx
эхний|ɛxniː
эхнх|ɛxnx
эхнэрийг|ɛxnɛriːɡ
эхнэрийн|ɛxnɛriːn
эхнэрийнх|ɛxnɛriːnx
эхнэрийнхээ|ɛxnɛriːnxɛː
эхнэртэйгээ|ɛxnɛrtʰɛjɡɛː
эхнэрээ|ɛxnɛrɛː
эхнэрээсээ|ɛxnɛrɛːsɛː
эхнэрүүдээ|ɛxnɛruːtɛː
эхнээсээ|ɛxnɛːsɛː
эхчүүд|ɛxt͡ʃʰuːt
эхчүүдийн|ɛxt͡ʃʰuːtiːn
эхэд|ɛxɛt
эхэлж|ɛxɛɮt͡ʃ
эхэлжээ|ɛxɛɮt͡ʃɛː
эхэллээ|ɛxɛɮɮɛː
эхэлнэ|ɛxɛɮnɛ
эхэлснээс|ɛxɛɮsnɛːs
эхэлсэн|ɛxɛɮsɛn
эхэнд|ɛxɛnt
эхэндээ|ɛxɛntɛː
эхээ|ɛxɛː
эхээр|ɛxɛːr
эхээс|ɛxɛːs
эхээсээ|ɛxɛːsɛː
эц|ɛt͡sʰ
эцгийн|ɛt͡sʰɡiːn
эцк|ɛt͡sʰkʰ
эцкднь|ɛt͡sʰkʰtnʲ
эцкдән|ɛt͡sʰkʰtәn
эцкин|ɛt͡sʰkʰin
эцкиннь|ɛt͡sʰkʰinnʲ
эцкинчн|ɛt͡sʰkʰint͡ʃʰn
эцкитн|ɛt͡sʰkʰitʰn
эцклә|ɛt͡sʰkʰɮә
эцкм|ɛt͡sʰkʰm
эцкнь|ɛt͡sʰkʰnʲ
эцктн|ɛt͡sʰkʰtʰn
эцктәһинь|ɛt͡sʰkʰtʰәһinʲ
эцктәһән|ɛt͡sʰkʰtʰәһәn
эцкчн|ɛt͡sʰkʰt͡ʃʰn
эцкән|ɛt͡sʰkʰәn
эцкәс|ɛt͡sʰkʰәs
эцнэ|ɛt͡sʰnɛ
эцсийн|ɛt͡sʰsiːn
эццн|ɛt͡sʰt͡sʰn
эцэг|ɛt͡sʰɛɡ
эцэс|ɛt͡sʰɛs
эцэст|ɛt͡sʰɛstʰ
эшлэлийг|ɛʃɮɛɮiːɡ
эшья|ɛʃʲJa
эшьян|ɛʃʲJan
ээ|ɛː
ээж|ɛːt͡ʃ
ээждээ|ɛːt͡ʃtɛː
ээжийг|ɛːt͡ʃiːɡ
ээжийгээ|ɛːt͡ʃiːɡɛː
ээжийн|ɛːt͡ʃiːn
ээжтэй|ɛːt͡ʃtʰɛj
ээжтэйгээ|ɛːt͡ʃtʰɛjɡɛː
ээжээсээ|ɛːt͡ʃɛːsɛː
ээлжид|ɛːɮt͡ʃit
ээлжийн|ɛːɮt͡ʃiːn
ээлжлэн|ɛːɮt͡ʃɮɛn
ээлжлээд|ɛːɮt͡ʃɮɛːt
ээлҗһн|ɛːɮҗһn
ээлҗһнднь|ɛːɮҗһntnʲ
ээрсэн|ɛːrsɛn
ээрч|ɛːrt͡ʃʰ
ээс|ɛːs
ээх|ɛːx
эҗго|ɛҗɡɔ
эңкр|ɛңkʰr
юан|Juan
юанийн|Juaniːn
юм|Jum
юмаа|Jumaː
юмаар|Jumaːr
юман|Juman
юманд|Jumant
юмар|Jumar
юмб|Jump
юмгүй|Jumɡuj
юмдаг|Jumtaɡ
юмиг|Jumiɡ
юмн|Jumn
юмна|Jumna
юмнаас|Jumnaːs
юмнд|Jumnt
юмнднь|Jumntnʲ
юмнла|Jumnɮa
юмнууд|Jumnʊːt
юмны|Jumniː
юмнь|Jumnʲ
юмс|Jums
юмсад|Jumsat
юмсуд|Jumsʊt
юмсуновын|Jumsʊnɔwiːn
юмтай|Jumtʰaj
юмтэй|Jumtʰɛj
юмх|Jumx
юмыг|Jumiːɡ
юмээ|Jumɛː
юн|Jun
юнеско|JunJiskʰɔ
юникод|Junikʰɔt
юникодын|Junikʰɔtiːn
юсуф|Jusʊf
юугаа|Juʊɡaː
юугаар|Juʊɡaːr
юун|Juʊn
юунаас|Juʊnaːs
юунас|Juʊnas
юунд|Juʊnt
юундаа|Juʊntaː
юунднь|Juʊntnʲ
юуны|Juʊniː
юуных|Juʊniːx
юутай|Juʊtʰaj
юухан|Juʊxan
юуһар|Juʊһar
юуһарн|Juʊһarn
юңгад|Juңɡat
юү|Juu
яав|Jaaw
яавч|Jaawt͡ʃʰ
яагасэн|Jaaɡasɛn
яадаг|Jaataɡ
яаж|Jaat͡ʃ
яал|Jaaɮ
яамай|Jaamaj
яамандаа|Jaamantaː
яамны|Jaamniː
яана|Jaana
яараад|Jaaraːt
яарав|Jaaraw
яаралтай|Jaaraɮtʰaj
яаран|Jaaran
яарах|Jaarax
яарахаа|Jaaraxaː
яаруу|Jaarʊː
яасан|Jaasan
яасныг|Jaasniːɡ
яах|Jaax
яахаа|Jaaxaː
яахан|Jaaxan
яахиж|Jaaxit͡ʃ
яахмб|Jaaxmp
яахыг|Jaaxiːɡ
яахын|Jaaxiːn
яая|Jaaj
яв|Jaw
яваа|Jawaː
явааг|Jawaːɡ
яваагүй|Jawaːɡuj
яваагүйд|Jawaːɡujt
яваагүйдээ|Jawaːɡujtɛː
яваад|Jawaːt
яваандаа|Jawaːntaː
яваарай|Jawaːraj
явав|Jawaw
явагдаж|Jawaɡtat͡ʃ
явах|Jawax
явахаар|Jawaxaːr
явахаараа|Jawaxaːraː
явахад|Jawaxat
явахгүй|Jawaxɡuj
явахдаа|Jawaxtaː
явахыг|Jawaxiːɡ
явбал|Jawpaɮ
явган|Jawɡan
явдаг|Jawtaɡ
явдаггүй|Jawtaɡɡuj
явдалд|Jawtaɮt
явдалдаа|Jawtaɮtaː
явдгаа|Jawtɡaː
явдлаас|Jawtɮaːs
явдлыг|Jawtɮiːɡ
явдлын|Jawtɮiːn
явж|Jawt͡ʃ
явлаа|Jawɮaː
явна|Jawna
явсаар|Jawsaːr
явсан|Jawsan
явсны|Jawsniː
явсныг|Jawsniːɡ
явтал|Jawtʰaɮ
явуул|Jawʊːɮ
явуулаа|Jawʊːɮaː
явуулав|Jawʊːɮaw
явуулах|Jawʊːɮax
явуулахгүй|Jawʊːɮaxɡuj
явуулахдаа|Jawʊːɮaxtaː
явуулгыг|Jawʊːɮɡiːɡ
явуулж|Jawʊːɮt͡ʃ
явуулжээ|Jawʊːɮt͡ʃɛː
явууллаа|Jawʊːɮɮaː
явуулсан|Jawʊːɮsan
явуут|Jawʊːtʰ
явцад|Jawt͡sʰat
явцгаав|Jawt͡sʰɡaːw
явцгааж|Jawt͡sʰɡaːt͡ʃ
явцгаая|Jawt͡sʰɡaːJa
явцыг|Jawt͡sʰiːɡ
явцын|Jawt͡sʰiːn
явчих|Jawt͡ʃʰix
явчихав|Jawt͡ʃʰixaw
явчихдаггүй|Jawt͡ʃʰixtaɡɡuj
явчихлаа|Jawt͡ʃʰixɮaː
явчихмаар|Jawt͡ʃʰixmaːr
явчхав|Jawt͡ʃʰxaw
явчхаж|Jawt͡ʃʰxat͡ʃ
явъя|JawъJa
яг|Jaɡ
ягаан|Jaɡaːn
ягааранхан|Jaɡaːranxan
ягдаж|Jaɡtat͡ʃ
ягштал|Jaɡʃtʰaɮ
ядав|Jataw
ядад|Jatat
ядаж|Jatat͡ʃ
ядан|Jatan
ядарсан|Jatarsan
ядарснаа|Jatarsnaː
ядарч|Jatart͡ʃʰ
ядах|Jatax
ядахдаа|Jataxtaː
ядрахгүй|Jatraxɡuj
яду|Jatʊ
ядуу|Jatʊː
ядуугийн|Jatʊːɡiːn
язгууртан|Jat͡sɡʊːrtʰan
язгуурын|Jat͡sɡʊːriːn
яков|Jakʰɔw
яковиг|Jakʰɔwiɡ
яковин|Jakʰɔwin
ял|Jaɮ
ялаа|Jaɮaː
ялагдагч|Jaɮaɡtaɡt͡ʃʰ
ялалт|Jaɮaɮtʰ
ялангуяа|Jaɮanɡʊja
ялах|Jaɮax
ялахын|Jaɮaxiːn
ялгаа|Jaɮɡaː
ялгаагүй|Jaɮɡaːɡuj
ялгаад|Jaɮɡaːt
ялгаатай|Jaɮɡaːtʰaj
ялгамжааг|Jaɮɡamt͡ʃaːɡ
ялгардаг|Jaɮɡartaɡ
ялж|Jaɮt͡ʃ
ялиг|Jaɮiɡ
ялимгүй|Jaɮimɡuj
ялсан|Jaɮsan
ялснаар|Jaɮsnaːr
ялсны|Jaɮsniː
ялтан|Jaɮtʰan
ялтас|Jaɮtʰas
ялыг|Jaɮiːɡ
ямаагаа|Jamaːɡaː
ямагт|Jamaɡtʰ
ямана|Jamana
ямар|Jamar
ямаран|Jamaran
ямаранынь|Jamaraniːnʲ
ямарваа|Jamarwaː
ямартаа|Jamartʰaː
ямархуу|Jamarxʊː
янгиа|Janɡia
янгинан|Janɡinan
янгинах|Janɡinax
янжмаа|Jant͡ʃmaː
янзаар|Jant͡saːr
янзалж|Jant͡saɮt͡ʃ
янзлаад|Jant͡sɮaːt
янзлан|Jant͡sɮan
янзтай|Jant͡stʰaj
янзын|Jant͡siːn
японд|Japʰɔnt
японы|Japʰɔniː
яргачид|Jarɡat͡ʃʰit
яриа|Jaria
яриаг|Jariaɡ
яриагаар|Jariaɡaːr
яриагүй|Jariaɡuj
яриад|Jariat
ярианаас|Jarianaːs
яриангүй|Jarianɡuj
ярианд|Jariant
ярианы|Jarianiː
ярив|Jariw
ярилаа|Jariɮaː
ярилцав|Jariɮt͡sʰaw
ярилцаж|Jariɮt͡sʰat͡ʃ
ярилцан|Jariɮt͡sʰan
ярилцана|Jariɮt͡sʰana
ярилцах|Jariɮt͡sʰax
ярилцахыг|Jariɮt͡sʰaxiːɡ
ярилцвал|Jariɮt͡sʰwaɮ
ярилцдаг|Jariɮt͡sʰtaɡ
ярилцлагадаа|Jariɮt͡sʰɮaɡataː
ярилцлагыг|Jariɮt͡sʰɮaɡiːɡ
ярилцлагын|Jariɮt͡sʰɮaɡiːn
ярилцсаар|Jariɮt͡sʰsaːr
ярилцсан|Jariɮt͡sʰsan
ярилцсаны|Jariɮt͡sʰsaniː
ярина|Jarina
ярих|Jarix
ярихаар|Jarixaːr
ярихад|Jarixat
ярихтай|Jarixtʰaj
ярихыг|Jarixiːɡ
яруу|Jarʊː
ярьдаг|Jarʲtaɡ
ярьдаггүй|Jarʲtaɡɡuj
ярьж|Jarʲt͡ʃ
ярьсан|Jarʲsan
ярьсангүй|Jarʲsanɡuj
ярьсанд|Jarʲsant
ярьсны|Jarʲsniː
ярьсныг|Jarʲsniːɡ
ярьсныхаа|Jarʲsniːxaː
ярьцгааж|Jarʲt͡sʰɡaːt͡ʃ
ярьцгаахаа|Jarʲt͡sʰɡaːxaː
ярья|JarʲJa
ясан|Jasan
ясинь|Jasinʲ
ясн|Jasn
ясны|Jasniː
ясных|Jasniːx
яст|Jastʰ
яста|Jastʰa
ястн|Jastʰn
ясҗахинь|Jasҗaxinʲ
ятхан|Jatʰxan
яһад|Jaһat
яһна|Jaһna
яһҗ|Jaһҗ
ёо|Jɔɔ
ёоз|Jɔɔt͡s
ёолон|Jɔɔɮɔn
ёр|Jɔr
ёроолыг|Jɔrɔːɮiːɡ
ёслол|Jɔsɮɔɮ
ёслолд|Jɔsɮɔɮt
ёслолын|Jɔsɮɔɮiːn
ёслох|Jɔsɮɔx
ёсонд|Jɔsɔnt
ёсоор|Jɔsɔːr
ёстой|Jɔstʰɔj
ёстойгоо|Jɔstʰɔjɡɔː
ёшитака|Jɔʃitʰakʰa
җалвдан|җaɮwtan
җивр|җiwr
җиврнь|җiwrnʲ
җивртә|җiwrtʰә
җигтә|җiɡtʰә
җидәрн|җitәrn
җил|җiɮ
җилвт|җiɮwtʰ
җилдән|җiɮtәn
җилин|җiɮin
җилмүд|җiɮmut
җилмүдиг|җiɮmutiɡ
җилмүдин|җiɮmutin
җиминь|җiminʲ
җирв|җirw
җирһл|җirһɮ
җирһлин|җirһɮin
җирһлән|җirһɮәn
җирһх|җirһx
җиңнүлҗ|җiңnuɮҗ
җөөлн|җoːɮn
җөөлртхә|җoːɮrtʰxә
үвл|uwɮ
үг|uɡ
үгдән|uɡtәn
үгиг|uɡiɡ
үгийг|uɡiːɡ
үгин|uɡin
үгинь|uɡinʲ
үглэсээр|uɡɮɛsɛːr
үгмүд|uɡmut
үгмүдин|uɡmutin
үгмүдинь|uɡmutinʲ
үгний|uɡniː
үгнь|uɡnʲ
үгнээс|uɡnɛːs
үгсийг|uɡsiːɡ
үгсийн|uɡsiːn
үгсээ|uɡsɛː
үгцсн|uɡt͡sʰsn
үгэнд|uɡɛnt
үгээ|uɡɛː
үгээр|uɡɛːr
үгүй|uɡuj
үгүйлдэг|uɡujɮtɛɡ
үгүйлсээр|uɡujɮsɛːr
үгүйсгэв|uɡujsɡɛw
үгүйсгэж|uɡujsɡɛt͡ʃ
үгүйсгэн|uɡujsɡɛn
үгүйсгэсэн|uɡujsɡɛsɛn
үгән|uɡәn
үгәр|uɡәr
үгәс|uɡәs
үд|ut
үдийн|utiːn
үдшийг|utʃiːɡ
үдшийн|utʃiːn
үдэшлэгийг|utɛʃɮɛɡiːɡ
үдэшлэгт|utɛʃɮɛɡtʰ
үдэштээ|utɛʃtʰɛː
үдээс|utɛːs
үед|ujt
үедээ|ujtɛː
үеийг|ujiːɡ
үеийн|ujiːn
үеийнхэн|ujiːnxɛn
үеийнхээс|ujiːnxɛːs
үерхэж|ujrxɛt͡ʃ
үес|ujs
үест|ujstʰ
үетэй|ujtʰɛj
үеэ|ujɛ
үеэр|ujɛr
үеэрээ|ujɛrɛː
үеэс|ujɛs
үз|ut͡s
үзв|ut͡sw
үзвэл|ut͡swɛɮ
үзвэр|ut͡swɛr
үзг|ut͡sɡ
үзгдв|ut͡sɡtw
үзгдх|ut͡sɡtx
үзгдҗәх|ut͡sɡtҗәx
үзгдәд|ut͡sɡtәt
үзгин|ut͡sɡin
үзгт|ut͡sɡtʰ
үзгүр|ut͡sɡur
үзгәс|ut͡sɡәs
үздг|ut͡stɡ
үздэг|ut͡stɛɡ
үздэггүй|ut͡stɛɡɡuj
үзлий|ut͡sɮiː
үзлэгээ|ut͡sɮɛɡɛː
үзләвидн|ut͡sɮәwitn
үзмийн|ut͡smiːn
үзмин|ut͡smin
үзмэр|ut͡smɛr
үзмээр|ut͡smɛːr
үзмәр|ut͡smәr
үзнэ|ut͡snɛ
үзнә|ut͡snә
үзнәв|ut͡snәw
үзсмн|ut͡ssmn
үзсмчи|ut͡ssmt͡ʃʰi
үзсн|ut͡ssn
үзснә|ut͡ssnә
үзсэн|ut͡ssɛn
үзсән|ut͡ssәn
үзтхә|ut͡stʰxә
үзх|ut͡sx
үзхмн|ut͡sxmn
үзхт|ut͡sxtʰ
үзхээр|ut͡sxɛːr
үзхәсн|ut͡sxәsn
үзцхәв|ut͡st͡sʰxәw
үзчкәд|ut͡st͡ʃʰkʰәt
үзшгот|ut͡sʃɡɔtʰ
үзье|ut͡sʲJi
үзэв|ut͡sɛw
үзэвч|ut͡sɛwt͡ʃʰ
үзэгдлийг|ut͡sɛɡtɮiːɡ
үзэгдэл|ut͡sɛɡtɛɮ
үзэгдэнэ|ut͡sɛɡtɛnɛ
үзэгдэх|ut͡sɛɡtɛx
үзэгдэхүйг|ut͡sɛɡtɛxujɡ
үзэгдээгүй|ut͡sɛɡtɛːɡuj
үзэглэв|ut͡sɛɡɮɛw
үзэгчидтэйгээ|ut͡sɛɡt͡ʃʰittʰɛjɡɛː
үзэгчийн|ut͡sɛɡt͡ʃʰiːn
үзэж|ut͡sɛt͡ʃ
үзэл|ut͡sɛɮ
үзэлтэй|ut͡sɛɮtʰɛj
үзэлцэж|ut͡sɛɮt͡sʰɛt͡ʃ
үзэн|ut͡sɛn
үзэсгэлэн|ut͡sɛsɡɛɮɛn
үзэсгэлэнт|ut͡sɛsɡɛɮɛntʰ
үзэсгэлэнтэй|ut͡sɛsɡɛɮɛntʰɛj
үзэхгүй|ut͡sɛxɡuj
үзэхийг|ut͡sɛxiːɡ
үзэхэд|ut͡sɛxɛt
үзэхээ|ut͡sɛxɛː
үзэхээр|ut͡sɛxɛːr
үзээгүй|ut͡sɛːɡuj
үзээгүйгээ|ut͡sɛːɡujɡɛː
үзээд|ut͡sɛːt
үзҗ|ut͡sҗ
үзҗәнәв|ut͡sҗәnәw
үзҗәхшв|ut͡sҗәxʃw
үзүв|ut͡suw
үзүлх|ut͡suɮx
үзүлхин|ut͡suɮxin
үзүлхәр|ut͡suɮxәr
үзүләд|ut͡suɮәt
үзүртнь|ut͡surtʰnʲ
үзүрәрн|ut͡surәrn
үзүүл|ut͡suːɮ
үзүүлж|ut͡suːɮt͡ʃ
үзүүлжээ|ut͡suːɮt͡ʃɛː
үзүүлсэн|ut͡suːɮsɛn
үзүүлэв|ut͡suːɮɛw
үзүүлэвч|ut͡suːɮɛwt͡ʃʰ
үзүүлэлгүй|ut͡suːɮɛɮɡuj
үзүүлэлтээрээ|ut͡suːɮɛɮtʰɛːrɛː
үзүүлэх|ut͡suːɮɛx
үзүүлэхгүй|ut͡suːɮɛxɡuj
үзүүлэхийн|ut͡suːɮɛxiːn
үзүүлэхэд|ut͡suːɮɛxɛt
үзүүлэхээр|ut͡suːɮɛxɛːr
үзүүрийг|ut͡suːriːɡ
үзүүрт|ut͡suːrtʰ
үзүүртэй|ut͡suːrtʰɛj
үзә|ut͡sә
үзәд|ut͡sәt
үйдүд|ujtut
үйин|ujin
үйлдвэржсэн|ujɮtwɛrt͡ʃsɛn
үйлдвэрийн|ujɮtwɛriːn
үйлдвэрлэгчдийг|ujɮtwɛrɮɛɡt͡ʃʰtiːɡ
үйлдвэрлэдэг|ujɮtwɛrɮɛtɛɡ
үйлдвэрлэлд|ujɮtwɛrɮɛɮt
үйлдвэрлэлдээ|ujɮtwɛrɮɛɮtɛː
үйлдвэрлэлийг|ujɮtwɛrɮɛɮiːɡ
үйлдвэрлэсэн|ujɮtwɛrɮɛsɛn
үйлдвэрлээд|ujɮtwɛrɮɛːt
үйлдвэрт|ujɮtwɛrtʰ
үйлдвэрүүдийг|ujɮtwɛruːtiːɡ
үйлдвэрүүдийн|ujɮtwɛruːtiːn
үйлдлийг|ujɮtɮiːɡ
үйлдлээ|ujɮtɮɛː
үйлдчихсэн|ujɮtt͡ʃʰixsɛn
үйлдэгддэггүй|ujɮtɛɡttɛɡɡuj
үйлс|ujɮs
үйлсийг|ujɮsiːɡ
үйлтэй|ujɮtʰɛj
үйлчилгээг|ujɮt͡ʃʰiɮɡɛːɡ
үйлчилгээтэй|ujɮt͡ʃʰiɮɡɛːtʰɛj
үйлчилдэг|ujɮt͡ʃʰiɮtɛɡ
үйлчилнэ|ujɮt͡ʃʰiɮnɛ
үйлчлүүлээ|ujɮt͡ʃʰɮuːɮɛː
үймэн|ujmɛn
үймүүлдгээрээ|ujmuːɮtɡɛːrɛː
үймүүлнэ|ujmuːɮnɛ
үйнр|ujnr
үйнриг|ujnriɡ
үйнрин|ujnrin
үйнрлә|ujnrɮә
үйнрт|ujnrtʰ
үйнрәр|ujnrәr
үкл|ukʰɮ
үклд|ukʰɮt
үклин|ukʰɮin
үкллә|ukʰɮɮә
үкләс|ukʰɮәs
үкн|ukʰn
үкнәв|ukʰnәw
үкр|ukʰr
үкрмүд|ukʰrmut
үкрмүдиг|ukʰrmutiɡ
үксн|ukʰsn
үктлән|ukʰtʰɮәn
үктхә|ukʰtʰxә
үкх|ukʰx
үкхт|ukʰxtʰ
үкч|ukʰt͡ʃʰ
үкчәнәв|ukʰt͡ʃʰәnәw
үкшгот|ukʰʃɡɔtʰ
үкҗ|ukʰҗ
үкүлхәр|ukʰuɮxәr
үкәд|ukʰәt
үкәр|ukʰәr
үкәрин|ukʰәrin
үкәрмүд|ukʰәrmut
үкәрәс|ukʰәrәs
үкәрәсн|ukʰәrәsn
үл|uɮ
үлгэр|uɮɡɛr
үлгэрийн|uɮɡɛriːn
үлгэрт|uɮɡɛrtʰ
үлгүр|uɮɡur
үлгүриг|uɮɡuriɡ
үлгүрләд|uɮɡurɮәt
үлдв|uɮtw
үлдл|uɮtɮ
үлдлээ|uɮtɮɛː
үлдсмн|uɮtsmn
үлдсн|uɮtsn
үлдсэн|uɮtsɛn
үлдсэнгүй|uɮtsɛnɡuj
үлдсэнийг|uɮtsɛniːɡ
үлдтхә|uɮttʰxә
үлдх|uɮtx
үлдхв|uɮtxw
үлдцхәв|uɮtt͡sʰxәw
үлдчихсэн|uɮtt͡ʃʰixsɛn
үлдэг|uɮtɛɡ
үлдэгдлүүд|uɮtɛɡtɮuːt
үлдэж|uɮtɛt͡ʃ
үлдэнэ|uɮtɛnɛ
үлдэх|uɮtɛx
үлдэхээр|uɮtɛxɛːr
үлдээглэл|uɮtɛːɡɮɛɮ
үлдээгүй|uɮtɛːɡuj
үлдээж|uɮtɛːt͡ʃ
үлдээжээ|uɮtɛːt͡ʃɛː
үлдээлгүй|uɮtɛːɮɡuj
үлдээсэн|uɮtɛːsɛn
үлдээх|uɮtɛːx
үлдээчихье|uɮtɛːt͡ʃʰixʲJi
үлдән|uɮtәn
үлдәсиг|uɮtәsiɡ
үлдәсинь|uɮtәsinʲ
үлдәсмч|uɮtәsmt͡ʃʰ
үлдәтн|uɮtәtʰn
үлдәхин|uɮtәxin
үлдәчкәд|uɮtәt͡ʃʰkʰәt
үлдәҗ|uɮtәҗ
үлдәһәд|uɮtәһәt
үлээж|uɮɛːt͡ʃ
үлээсэн|uɮɛːsɛn
үлү|uɮu
үләсн|uɮәsn
үмсв|umsw
үмссн|umssn
үмсәд|umsәt
үн|un
